"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","ANO"
"13","Wesley Lopes Beltrame","wesley","Wesley","https://s.glbimg.com/es/sde/f/2018/05/07/afc0980fa52b7d52eb47247ece1a7ce6_FORMATO.png",50421,11,"AME","mei","Nulo",0.5,1.07,0.33,-1.34,"América-MG",2018
"14","Vilson Xavier de Meneses Junior","vilson","Vilson","https://s.glbimg.com/es/sde/f/2017/04/20/8318615325e46161f7739d05c53abb81_FORMATO.png",50439,11,"COR","zag","Nulo",0,4,0,0,"Corinthians",2018
"15","Leonardo Renan Simões de Lacerda","leo","Léo","https://s.glbimg.com/es/sde/f/2018/05/18/07a11eb9e0ab294a13fe3b76d7e9393b_FORMATO.png",50459,11,"CRU","zag","Provável",3.1,8.47,0.5,4.35,"Cruzeiro",2018
"16","Carlos Eduardo Santos Oliveira","eduardo","Eduardo","https://s.glbimg.com/es/sde/f/2018/05/24/315077e18e31e9afaf1e1c4bcb25f7e2_FORMATO.png",50645,11,"CHA","lat","Nulo",5.5,5.67,0.92,4.02,"Chapecoense",2018
"17","Luiz Diallison de Souza Alves","apodi","Apodi","https://s.glbimg.com/es/sde/f/2018/05/24/06dac14706ad2a9b76bba66ae1037d47_FORMATO.png",51042,11,"CHA","lat","Provável",11.4,8.68,1.86,3.84,"Chapecoense",2018
"18","Leandro Donizete Gonçalves da Silva","leandro-donizete","Leandro Donizete","https://s.glbimg.com/es/sde/f/2018/04/17/72dc1ab07472323776f6c1208bc24568_FORMATO.png",51318,11,"AME","mei","Dúvida",0,2.21,0,0.37,"América-MG",2018
"19","Rafael Pereira dos Santos","rafael-pereira","Rafael Pereira","https://s.glbimg.com/es/sde/f/2018/05/25/2546da38d53bd7b523df5946d73067e7_FORMATO.png",51194,11,"CEA","zag","Provável",1.3,4.64,-0.25,3.02,"Ceará",2018
"20","Walter Leandro Capeloza Artune","walter","Walter","https://s.glbimg.com/es/sde/f/2018/05/18/11b52002e2c6682af718f09f4c143886_FORMATO.png",51413,11,"COR","gol","Provável",11.5,8.72,2.04,5.58,"Corinthians",2018
"21","Henrique Adriano Buss","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/03/20/8fc5425796ec6ab741dfe1de895adb4b_FORMATO.png",50856,11,"COR","zag","Provável",6.1,10,0.92,3.61,"Corinthians",2018
"22","Pedro Ken Morimoto Moreira","pedro-ken","Pedro Ken","https://s.glbimg.com/es/sde/f/2018/05/25/feb7d051385e8a92e233d695206c74a6_FORMATO.png",50877,11,"CEA","mei","Suspenso",0,5,0,0,"Ceará",2018
"23","Danilo Aparecido da Silva","danilo-silva","Danilo Silva","https://s.glbimg.com/es/sde/f/2018/04/08/3e07ec8d4abb5fd768ddf7a9ef5adc41_FORMATO.png",50898,11,"INT","zag","Nulo",0,5,0,0,"Internacional",2018
"24","Leonardo de Oliveira Clemente","leo-itaperuna","Léo Itaperuna","https://s.glbimg.com/es/sde/f/2018/04/24/2546f47c74fd6c2b37f7bb23986281f6_FORMATO.png",50808,11,"PAR","ata","Provável",1.8,4.09,-0.15,2.18,"Paraná",2018
"25","Tiago dos Santos Alves","tiago-alves","Tiago Alves","https://s.glbimg.com/es/sde/f/2018/04/12/4ac64e59708b5d650a2eaa4d53c9c1db_FORMATO.png",51495,11,"CEA","zag","Nulo",0,4.66,0,3.25,"Ceará",2018
"26","Ralf de Souza Telles","ralf","Ralf","https://s.glbimg.com/es/sde/f/2018/03/20/8642b2d09ae09e94e978e70d01b2cb69_FORMATO.png",52190,11,"COR","mei","Nulo",0,8.96,0,3,"Corinthians",2018
"27","Anderson Vieira Martins","anderson-martins","Anderson Martins","https://s.glbimg.com/es/sde/f/2018/05/26/a5c91b69322a363fec2bc71388110138_FORMATO.png",52618,11,"SAO","zag","Provável",7.5,7.36,1.48,2.3,"São Paulo",2018
"28","Réver Humberto Alves Araújo","rever","Réver","https://s.glbimg.com/es/sde/f/2018/05/04/92c749b3b7f65713848a1141499c4e6c_FORMATO.png",52253,11,"FLA","zag","Contundido",0,16.24,0,6.3,"Flamengo",2018
"29","Éverton Augusto de Barros Ribeiro","everton-ribeiro","Éverton Ribeiro","https://s.glbimg.com/es/sde/f/2018/05/04/295690667a6a82986c742697c508ce3d_FORMATO.png",51772,11,"FLA","mei","Provável",6.3,5.79,0.52,3.46,"Flamengo",2018
"30","Gilson Gomes do Nascimento","gilson","Gilson","https://s.glbimg.com/es/sde/f/2018/05/17/f2a32a69c374096c9983b50739da6361_FORMATO.png",52674,11,"BOT","lat","Nulo",0,8.2,0,4.22,"Botafogo",2018
"31","Pedro Roberto Silva Botelho","pedro-botelho","Pedro Botelho","https://s.glbimg.com/es/sde/f/2018/03/21/3c4dc7fc1ea46e31898d6cdb2b37d3c9_FORMATO.png",51779,11,"VIT","lat","Nulo",0,6.26,0,3.2,"Vitória",2018
"32","Luis Ricardo Silva Umbelino","luis-ricardo","Luis Ricardo","https://s.glbimg.com/es/sde/f/2018/05/17/b97d0ae6a2ac460ef42ffa8600c770a6_FORMATO.png",55348,11,"BOT","lat","Nulo",0,4,0,0,"Botafogo",2018
"33","Elias Mendes Trindade","elias","Elias","https://s.glbimg.com/es/sde/f/2018/05/07/9cae85100fc013bc0d503fb2e82577ce_FORMATO.png",54395,11,"ATL","mei","Nulo",-0.5,4.31,-0.45,0.8,"Atlético-MG",2018
"34","Antonio Eduardo Pereira dos Santos","kanu","Kanu","https://s.glbimg.com/es/sde/f/2018/03/21/a2e4671774fb12a3492ed292aad6f617_FORMATO.png",51792,11,"VIT","zag","Suspenso",9.5,3.75,1.37,1.05,"Vitória",2018
"35","Victor Leandro Bagy","victor","Victor","https://s.glbimg.com/es/sde/f/2018/05/07/d890df905bbd3bb36a77d0ebf6a7ec0e_FORMATO.png",52950,11,"ATL","gol","Provável",-4,9.01,-1.54,2.17,"Atlético-MG",2018
"36","Marcos Antônio da Silva Gonçalves","marquinhos","Marquinhos","https://s.glbimg.com/es/sde/f/2018/05/07/a3b6c248ae652fa7693389228af57903_FORMATO.png",60788,11,"AME","ata","Nulo",-1.1,6.4,-0.56,2.89,"América-MG",2018
"37","Kayke Moreno de Andrade Rodrigues","kayke","Kayke","https://s.glbimg.com/es/sde/f/2018/03/21/c1647634cd1be0db834cb736dd2296de_FORMATO.png",50402,11,"BAH","ata","Provável",-2.6,3.33,-1.2,-0.95,"Bahia",2018
"38","Marcos Arouca da Silva","arouca","Arouca","https://s.glbimg.com/es/sde/f/2018/05/07/890ac25d95e3c78690a768d016148bb9_FORMATO.png",37718,11,"ATL","mei","Nulo",0,4,0,0,"Atlético-MG",2018
"39","Marcelo Mendonça de Mattos Terra","marcelo-mattos","Marcelo Mattos","https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png",37645,11,"VAS","mei","Nulo",0,2,0,0,"Vasco",2018
"40","Renan Henrique Oliveira Vieira","renan-oliveira","Renan Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b77d3968ee48567370aabffeb805c67f_FORMATO.png",60822,11,"AME","mei","Nulo",0,3.5,0,-0.5,"América-MG",2018
"41","Patric Cabral Lalau","patric","Patric","https://s.glbimg.com/es/sde/f/2018/05/07/1a92a6695f550a6074401fe61265d5db_FORMATO.png",60969,11,"ATL","lat","Provável",-1.4,4.75,-0.41,2.46,"Atlético-MG",2018
"42","Uendel Pereira Gonçalves","uendel","Uendel","https://s.glbimg.com/es/sde/f/2018/04/08/54329b1f2e19497e40a10f2e289a5406_FORMATO.png",60852,11,"INT","lat","Nulo",0,4.17,0,-1.2,"Internacional",2018
"43","Jael Ferreira Vieira","jael","Jael","https://s.glbimg.com/es/sde/f/2018/05/18/528786142cfbdf2221caa974ac75720e_FORMATO.png",60859,11,"GRE","ata","Nulo",-0.6,2.02,-0.53,-0.63,"Grêmio",2018
"44","Rafael Martiniano de Miranda Moura","rafael-moura","Rafael Moura","https://s.glbimg.com/es/sde/f/2018/05/07/ef379a2301781917b402af5e2c4b363f_FORMATO.png",37655,11,"AME","ata","Dúvida",1.2,10.43,-1.65,4.8,"América-MG",2018
"45","Anderson Vital da Silva","dede","Dedé","https://s.glbimg.com/es/sde/f/2018/05/18/868bcae1cfa32a1aa3c4c3e884f54c78_FORMATO.png",60819,11,"CRU","zag","Provável",0.6,10.74,-1.22,7.21,"Cruzeiro",2018
"46","Fábio Deivson Lopes Maciel","fabio","Fábio","https://s.glbimg.com/es/sde/f/2018/05/18/d4072db4bdda7615aec2517449afe555_FORMATO.png",37656,11,"CRU","gol","Provável",-1.3,10.87,-0.68,5.71,"Cruzeiro",2018
"47","Airton Ribeiro Santos","airton","Airton","https://s.glbimg.com/es/sde/f/2018/01/21/140f763b85870cfc801ceae1684e7032_FORMATO.png",61985,11,"FLU","mei","Nulo",0,2.92,0,-0.3,"Fluminense",2018
"48","Rodrigo Eduardo Costa Marinho","rodriguinho","Rodriguinho","https://s.glbimg.com/es/sde/f/2018/03/20/c125fa08820e1bbf4a2640e7108b05d2_FORMATO.png",61033,11,"COR","mei","Provável",0.6,20.69,-1.27,6.58,"Corinthians",2018
"49","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2018/05/26/26b64322c996fe0f87c76923b389b7b2_FORMATO.png",50324,11,"SAO","mei","Provável",0,7.63,-0.44,2.63,"São Paulo",2018
"50","Fernando Camilo Farias","camilo","Camilo","https://s.glbimg.com/es/sde/f/2018/04/08/8ed64ccf988eab46873b7e4c9d99ebef_FORMATO.png",62009,11,"INT","mei","Dúvida",0,4.01,0,-0.5,"Internacional",2018
"51","Edimar Curitiba Fraga","edimar","Edimar","https://s.glbimg.com/es/sde/f/2018/05/26/b2cec6cd3a23c1d7474488c26df7248a_FORMATO.png",62024,11,"SAO","lat","Nulo",0,3.59,0,2.67,"São Paulo",2018
"52","Jean Raphael Vanderlei Moreira","jean","Jean","https://s.glbimg.com/es/sde/f/2017/04/18/84289863d6f3328bec523c3cfeadb268_FORMATO.png",62047,11,"PAL","lat","Nulo",0.4,5.57,-0.82,2.95,"Palmeiras",2018
"53","Róbson Michael Signorini","robinho","Robinho","https://s.glbimg.com/es/sde/f/2018/05/07/9ec32acd97931db6852cd1b099fca085_FORMATO.png",62104,11,"CRU","mei","Provável",2.2,5.09,0.63,1.17,"Cruzeiro",2018
"54","Wellington Aparecido Martins","wellington","Wellington","https://s.glbimg.com/es/sde/f/2018/04/09/5e00d08320cfc973b6b426167701991c_FORMATO.png",62129,11,"VAS","mei","Nulo",0,2.26,0,0.05,"Vasco",2018
"55","Wallyson Ricardo Maciel Monteiro","wallyson","Wallyson","https://s.glbimg.com/es/sde/f/2018/04/27/f013d92df6652366b0136490d4349934_FORMATO.png",62127,11,"VIT","ata","Provável",3.6,10.46,0.09,5.38,"Vitória",2018
"56","Werley Ananias da Silva","werley","Werley","https://s.glbimg.com/es/sde/f/2018/04/09/d76608c4a8a334165ef8611858ab2432_FORMATO.png",62974,11,"VAS","zag","Contundido",0,5.87,0,2.35,"Vasco",2018
"57","Enderson Alves Moreira","enderson-moreira","Enderson Moreira","https://s.glbimg.com/es/sde/f/2018/03/17/4a6e561bbf1123eb516161678dea131e_FORMATO.png",62137,11,"AME","tec","Provável",2.08,9.91,-0.16,3.49,"América-MG",2018
"58","Andrés Nicolas D'Alessandro","d-alessandro","D'Alessandro","https://s.glbimg.com/es/sde/f/2018/03/21/3a5a3365b94f222144190fe55a5d56f7_FORMATO.png",62023,11,"INT","mei","Contundido",0,6.68,0,0.72,"Internacional",2018
"59","Willian Roberto Farias","willian-farias","Willian Farias","https://s.glbimg.com/es/sde/f/2018/03/21/4447e0929a366fd4391a8f2df378f705_FORMATO.png",63058,11,"VIT","mei","Contundido",0,4.99,0,2.5,"Vitória",2018
"60","Vanderlei Farias da Silva","vanderlei","Vanderlei","https://s.glbimg.com/es/sde/f/2018/05/23/d1e78d7c4a4d2e68068e24cca6750439_FORMATO.png",62121,11,"SAN","gol","Provável",2,14.28,-0.09,2.43,"Santos",2018
"61","Marcos Rogério Ricci Lopes","para","Pará","https://s.glbimg.com/es/sde/f/2018/05/04/4531c11cdf54bdb520247afb817f4dd1_FORMATO.png",62086,11,"FLA","lat","Nulo",0,3.1,0,1.15,"Flamengo",2018
"62","Marcos Luis Rocha Aquino","marcos-rocha","Marcos Rocha","https://s.glbimg.com/es/sde/f/2018/01/30/edb0d67e60d39d102b52517058ff4227_FORMATO.jpeg",63013,11,"PAL","lat","Provável",4.9,12.38,-0.16,6.11,"Palmeiras",2018
"63","Luan Michel de Louzã","luan","Luan","https://s.glbimg.com/es/sde/f/2018/05/07/1f9835d5fb38d7e164ba9852c6be3209_FORMATO.png",60834,11,"AME","ata","Provável",0,9.59,0,2.3,"América-MG",2018
"64","Eduardo Luís Abonizio de Souza","edu-dracena","Edu Dracena","https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png",37657,11,"PAL","zag","Provável",4.5,6.45,1.27,1.98,"Palmeiras",2018
"65","Cícero Santos","cicero","Cícero","https://s.glbimg.com/es/sde/f/2018/05/18/8e50aae33b3efeecf55378dbf4117454_FORMATO.png",37688,11,"GRE","mei","Provável",8,6.18,0.9,2.23,"Grêmio",2018
"66","Leonardo da Silva Moura","leo-moura","Léo Moura","https://s.glbimg.com/es/sde/f/2018/05/21/7d6781295f86c2cbf0d78d936349c8c8_FORMATO.png",37701,11,"GRE","lat","Provável",4.2,11.18,-0.67,5.8,"Grêmio",2018
"67","Fernando Henrique dos Anjos","fernando-henrique","Fernando Henrique","https://s.glbimg.com/es/sde/f/2018/05/25/7ca44de4ed3f8f7ee66c43bfba93b858_FORMATO.png",37717,11,"CEA","gol","Nulo",0,3,0,0,"Ceará",2018
"68","Jonathan Cícero Moreira","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2018/03/01/fe3cd425e203e34aaf34a6ac98ffc4af_FORMATO.png",37662,11,"ATL","lat","Nulo",0,9.36,0,4.45,"Atlético-PR",2018
"69","Wagner Ferreira dos Santos","wagner","Wagner","https://s.glbimg.com/es/sde/f/2018/03/20/8d0fc53ac4dbf25ee745d9d6af54fdc2_FORMATO.png",37674,11,"VAS","mei","Provável",0,9.17,0,1.99,"Vasco",2018
"70","Lucca Borges Brito","lucca","Lucca","https://s.glbimg.com/es/sde/f/2018/04/20/b37498cecb36eacf3be0170a1d99bd3d_FORMATO.png",61149,11,"INT","ata","Provável",8.5,10.06,0.97,5.75,"Internacional",2018
"71","Maicosuel Reginaldo de Matos","maicosuel","Maicosuel","https://s.glbimg.com/es/sde/f/2018/05/21/02a93d79d22d84b3c6f8922d3aac87c2_FORMATO.png",37851,11,"GRE","mei","Nulo",0,2.92,0,0.47,"Grêmio",2018
"72","Marcelo Grohe","marcelo-grohe","Marcelo Grohe","https://s.glbimg.com/es/sde/f/2018/05/21/7036067157219fde8e6665b3c05b9ec2_FORMATO.png",37770,11,"GRE","gol","Provável",11,16.88,2.46,4.91,"Grêmio",2018
"73","Rafael Augusto Sobis do Nascimento","rafael-sobis","Rafael Sobis","https://s.glbimg.com/es/sde/f/2018/05/07/89dec4f38d1a0c8584e115128f412fcf_FORMATO.png",37798,11,"CRU","ata","Provável",-0.3,6.92,-1.41,3.94,"Cruzeiro",2018
"74","Renan Brito Soares","renan","Renan","https://s.glbimg.com/es/sde/f/2018/05/25/456537a12ae5b4ddcd1be287aa642b72_FORMATO.png",37899,11,"CEA","gol","Contundido",0,4,0,0,"Ceará",2018
"75","Anderson Pedro Nunes da Silva Campos","anderson","Anderson","https://s.glbimg.com/es/sde/f/2018/03/21/a86272bc4c138764ec439dd44ecf8dbd_FORMATO.png",38001,11,"BAH","gol","Nulo",0,3.92,0,4.13,"Bahia",2018
"76","Henrique Pacheco de Lima","henrique","Henrique","https://s.glbimg.com/es/sde/f/2018/05/18/f4c3f244aefa8557f0db6db3c2b7328a_FORMATO.png",37694,11,"CRU","mei","Provável",-0.1,9.03,-1.11,3.03,"Cruzeiro",2018
"77","Danilo Gabriel de Andrade","danilo","Danilo","https://s.glbimg.com/es/sde/f/2018/03/19/1f0051211ca9ceda30ab8fde3573c5b4_FORMATO.png",38067,11,"COR","mei","Contundido",0,3.53,0,2,"Corinthians",2018
"78","Fernando Buttenbender Prass","fernando-prass","Fernando Prass","https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png",38140,11,"PAL","gol","Nulo",0,12,0,0,"Palmeiras",2018
"79","Severino dos Ramos Durval da Silva","durval","Durval","https://s.glbimg.com/es/sde/f/2018/05/24/c59507e546eedc9b6c3f1a4a8f3291eb_FORMATO.png",38100,11,"SPO","zag","Nulo",0,6.27,0,6.75,"Sport",2018
"80","Jefferson de Oliveira Galvão","jefferson","Jefferson","https://s.glbimg.com/es/sde/f/2018/05/17/79d40929e5229e61e98f574de745d4e5_FORMATO.png",38109,11,"BOT","gol","Provável",5.7,9.83,-0.16,3.34,"Botafogo",2018
"81","Frederico Chaves Guedes","fred","Fred","https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png",38162,11,"CRU","ata","Contundido",0,16,0,0,"Cruzeiro",2018
"82","Thiago Heleno Henrique Ferreira","thiago-heleno","Thiago Heleno","https://s.glbimg.com/es/sde/f/2018/03/01/db4db4f56d8eb08a1b14d7d283c884e6_FORMATO.png",38394,11,"ATL","zag","Provável",5,9.68,1.08,3.76,"Atlético-PR",2018
"83","Fábio Santos Romeu","fabio-santos","Fábio Santos","https://s.glbimg.com/es/sde/f/2018/05/07/98bee57585b8dde8e58e642b147a3a11_FORMATO.png",38229,11,"ATL","lat","Provável",1.9,5.76,-0.94,2.59,"Atlético-MG",2018
"84","Thiago Neves Augusto","thiago-neves","Thiago Neves","https://s.glbimg.com/es/sde/f/2018/05/07/d1d468f88a9bce01adaf6cdad34d20ae_FORMATO.png",38277,11,"CRU","mei","Provável",1.5,9.11,-0.23,1.15,"Cruzeiro",2018
"85","Fernando Leal Fonseca","fernando-leal","Fernando Leal","https://s.glbimg.com/es/sde/f/2018/03/20/6020709514f63ef3c8e066601ee521fd_FORMATO.png",38350,11,"AME","gol","Nulo",0,3,0,0,"América-MG",2018
"86","Jadson Rodrigues da Silva","jadson","Jadson","https://s.glbimg.com/es/sde/f/2018/03/20/6abc8106b7c4341690dfaa6a5f4fbfdb_FORMATO.png",38315,11,"COR","mei","Contundido",0,7.16,0,2.15,"Corinthians",2018
"87","Maicon Thiago Pereira de Souza","maicon","Maicon","https://s.glbimg.com/es/sde/f/2018/05/21/34502d57cb34fa46bd51d3bd901d38bb_FORMATO.png",38196,11,"GRE","mei","Contundido",0,7.85,0,3.54,"Grêmio",2018
"88","Wellington Pereira do Nascimento","wellington-paulista","Wellington Paulista","https://s.glbimg.com/es/sde/f/2018/05/24/9044ae83ee33699eea7c94bb59f6da14_FORMATO.png",38279,11,"CHA","ata","Provável",-1.1,9.92,-0.44,3.38,"Chapecoense",2018
"89","Eder Luis de Oliveira","eder-luis","Eder Luis","https://s.glbimg.com/es/sde/f/2018/05/02/632e0449b03de2d0c40106ac608a3b24_FORMATO.png",38508,11,"CEA","ata","Provável",-0.6,3.44,-0.96,1.14,"Ceará",2018
"90","Willian Lanes de Lima","lima","Lima","https://s.glbimg.com/es/sde/f/2018/05/07/dec8edfba101fd4ea107b0749fd0e6cf_FORMATO.png",38506,11,"AME","zag","Contundido",0,5,0,0,"América-MG",2018
"91","Márcio Rodrigues Araújo","marcio-araujo","Márcio Araújo","https://s.glbimg.com/es/sde/f/2018/05/24/ad0bb7dfe5663137f7dcd53d1cddc61e_FORMATO.png",38311,11,"CHA","mei","Provável",2.7,3.6,-0.27,1.86,"Chapecoense",2018
"92","Roger Rodrigues da Silva","roger","Roger","https://s.glbimg.com/es/sde/f/2018/05/18/383add7632ff5943c79f5f45676d54a4_FORMATO.png",38287,11,"COR","ata","Provável",0.5,5.07,-0.81,1.52,"Corinthians",2018
"93","Elton Rodrigues Brandão","elton","Elton","https://s.glbimg.com/es/sde/f/2018/05/25/f85dba3a9b276e1b282f403b58a9980a_FORMATO.png",38588,11,"CEA","ata","Nulo",5,6.18,0.88,3.45,"Ceará",2018
"94","Nílton Ferreira Júnior","nilton","Nilton","https://s.glbimg.com/es/sde/f/2018/03/21/138ff55a4e1498ee45e7daf2e1dbc2cc_FORMATO.png",38573,11,"BAH","mei","Nulo",0,7,0,0,"Bahia",2018
"95","Diego Alves Carreira","diego-alves","Diego Alves","https://s.glbimg.com/es/sde/f/2018/05/04/6c420bdf0f2609d2a1e1a2a3a3b453b4_FORMATO.png",38509,11,"FLA","gol","Provável",4.7,12.79,-0.81,7.25,"Flamengo",2018
"96","Edílson Mendes Guimarães","edilson","Edílson","https://s.glbimg.com/es/sde/f/2018/05/18/44e434adf82fc311f1b839c8a9d7d38d_FORMATO.png",38523,11,"CRU","lat","Suspenso",-3.4,6.76,-0.57,2.12,"Cruzeiro",2018
"97","Renato Dirnei Florêncio","renato","Renato","https://s.glbimg.com/es/sde/f/2018/05/23/9f920c86a12c3ed34531ce2c4e8770ac_FORMATO.png",38908,11,"SAN","mei","Provável",-0.6,6.96,-0.54,2.78,"Santos",2018
"98","Felipe Melo de Carvalho","felipe-melo","Felipe Melo","https://s.glbimg.com/es/sde/f/2017/04/18/d1031b5a0a0783e2fc55c0668ef4d8de_FORMATO.png",38545,11,"PAL","mei","Provável",0,2.8,0,0.3,"Palmeiras",2018
"99","Welker Marçal de Almeida","kieza","Kieza","https://s.glbimg.com/es/sde/f/2018/03/20/f5b2dcceef9857c0dab3479a2ec2d946_FORMATO.png",68930,11,"BOT","ata","Provável",18.4,9.14,3.07,4.68,"Botafogo",2018
"100","Douglas dos Santos","douglas","Douglas","https://s.glbimg.com/es/sde/f/2018/05/18/1b23e7199fdc9a516412aeb4c4957a08_FORMATO.png",38738,11,"GRE","mei","Nulo",0,7,0,0,"Grêmio",2018
"101","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2018/05/07/8be1d1935e9015d3887fd33e59adab99_FORMATO.png",38632,11,"AME","zag","Provável",2.7,5.22,-0.33,1.87,"América-MG",2018
"102","David França Oliveira e Silva","david","David","https://s.glbimg.com/es/sde/f/2018/03/17/5746a81b8edb0b0d8e9f7be41de663d1_FORMATO.png",38695,11,"AME","mei","Nulo",0,3,0,0,"América-MG",2018
"103","Diego Ribas da Cunha","diego","Diego","https://s.glbimg.com/es/sde/f/2018/05/04/2ccade199ef965ef2245240569beb88d_FORMATO.png",38909,11,"FLA","mei","Provável",9.3,10.44,1.28,4.37,"Flamengo",2018
"104","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png",38910,11,"ATL","ata","Provável",19.8,13.42,2.46,8.23,"Atlético-MG",2018
"105","Rafael Marques Mariano","rafael-marques","Rafael Marques","https://s.glbimg.com/es/sde/f/2018/05/16/25d3a7de80ca1a566231bfaf02f2bce4_FORMATO.png",38957,11,"SPO","ata","Provável",-0.1,3.5,-0.22,3.02,"Sport",2018
"106","Alexandro Silva de Souza","dudu-cearense","Dudu Cearense","https://s.glbimg.com/es/sde/f/2018/05/17/01eaebc0944e538f365960a40b6c4996_FORMATO.png",38928,11,"BOT","mei","Nulo",0,4,0,0,"Botafogo",2018
"107","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2018/05/26/df16876e9f870ea8c1233df2e4dc4c5a_FORMATO.png",38913,11,"SAO","mei","Provável",7.1,9.8,1.3,4.93,"São Paulo",2018
"108","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2018/05/18/56df7a5b666402197bf8a4e66ddbaa18_FORMATO.png",40006,11,"FLU","tec","Provável",4.19,11.41,0.35,4.38,"Fluminense",2018
"109","Rafael da Silva Francisco","rafinha","Rafinha","https://s.glbimg.com/es/sde/f/2018/05/07/0503b8716705d21bf6b86bfe04b6e00e_FORMATO.png",38421,11,"CRU","mei","Nulo",0,8.33,0,3.4,"Cruzeiro",2018
