"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","ANO"
"14","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png",102318,9,314,"ata","Nulo",1.2,2.87,-0.21,2.74,"Avaí",2019
"15","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,9,283,"zag","Nulo",0,2,0,0,"Cruzeiro",2019
"16","Victor Wesley dos Santos da Silva","victor-paraiba","Victor Paraíba","https://s.glbimg.com/es/sde/f/2019/03/23/8322008084e66ad377dc12a0eea40cff_FORMATO.png",102457,9,341,"ata","Nulo",4.1,2.2,0.8,1.5,"CSA",2019
"17","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2019/05/23/cb5269062be03aa00e9d4c376cfa6cf9_FORMATO.png",102352,9,264,"mei","Nulo",0,4,0,0,"Corinthians",2019
"18","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,9,276,"ata","Nulo",0,3.96,0,0.67,"São Paulo",2019
"19","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/02/06/d56eca3cffea14801ef2035fdc653d18_FORMATO.png",102599,9,264,"mei","Nulo",0,3,0,0,"Corinthians",2019
"20","Miguel Ferreira Damasceno","figueira","Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,9,290,"mei","Nulo",0,1,0,0,"Goiás",2019
"21","Johnatan Lucas da Silva Vital","vital","Vital","https://s.glbimg.com/es/sde/f/2019/03/23/fb790a1d32b257ad9a64d7752826981f_FORMATO.png",102452,9,341,"zag","Nulo",0,1,0,0,"CSA",2019
"22","Jonathan Silva Vieira","jonathan","Jonathan","https://s.glbimg.com/es/sde/f/2019/03/22/3acc8b0f9bdee13970e84fee1d24648f_FORMATO.png",102597,9,263,"lat","Dúvida",0,1.87,0,2,"Botafogo",2019
"23","Yago Rafael Valadares Darub","yago-darub","Yago Darub","https://s.glbimg.com/es/sde/f/2019/03/25/ae7074b588af8eb28be002bc63b40b09_FORMATO.png",102686,9,262,"gol","Nulo",0,1,0,0,"Flamengo",2019
"24","Fernando Augusto de Castro Ribeiro","fernando-castro","Fernando Castro","https://s.glbimg.com/es/sde/f/2019/03/29/5d48e68e633e025554f7fb03e89b57cf_FORMATO.png",102609,9,265,"gol","Nulo",0,2,0,0,"Bahia",2019
"25","Nathan Otávio Ribeiro","nathan","Nathan","https://s.glbimg.com/es/sde/f/2019/03/26/fac8ae4b1ad76816a386604cbe32d846_FORMATO.png",102607,9,356,"zag","Suspenso",-5.4,1.44,-1.82,0.43,"Fortaleza",2019
"26","Carlos Gabriel Moreira de Oliviera","hulk","Hulk","https://s.glbimg.com/es/sde/f/2018/05/17/2551e15c845e9706b626ca2ab7a4f23f_FORMATO.png",102700,9,282,"lat","Nulo",0,3,0,0,"Atlético-MG",2019
"27","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/09/27/c6c9b83f9837ff43f73359da0386895a_FORMATO.png",102719,9,267,"ata","Nulo",0,2,0,0,"Vasco",2019
"28"," Eduardo Feitoza Sampaio","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/04/5f0cba5bf1f2c598d7825638281a5e22_FORMATO.jpeg",102852,9,267,"mei","Nulo",0,3,0,0,"Vasco",2019
"29","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png",102771,9,267,"mei","Nulo",0,2,0,0,"Vasco",2019
"30","Francisco Jozielson Soares de Gouveia","romarinho-gouveia","Romarinho Gouveia","",102891,9,356,"ata","Nulo",0,1,0,0,"Fortaleza",2019
"31","Gabriel Buscariol Poveda","gabriel-poveda","Gabriel Poveda","https://s.glbimg.com/es/sde/f/2019/02/08/b1a52a41133226ae979f433bfd943849_FORMATO.png",102877,9,293,"ata","Nulo",0,2,0,0,"Athlético-PR",2019
"32","Yann Del Pino Rolim","yann-rolim","Yann Rolim","https://s.glbimg.com/es/sde/f/2018/08/01/42e8f3434bff7d6238a0dca11f2239f8_FORMATO.png",102892,9,315,"mei","Contundido",0,4,0,0,"Chapecoense",2019
"33","Miguel David Terans Pérez  ","terans","Terans","https://s.glbimg.com/es/sde/f/2018/06/26/88598177badc1f54b4f2757234282710_FORMATO.png",102878,9,282,"mei","Nulo",0,5,0,0,"Atlético-MG",2019
"34","José Ricardo Araújo Fernandes","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2018/09/18/03e7abfdac596735f28f8c3784957b23_FORMATO.png",102911,9,266,"mei","Nulo",0,1,0,0,"Fluminense",2019
"35","Rhuan da Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,9,263,"ata","Nulo",0,1,0,0,"Botafogo",2019
"36","Régis Tosatti Giacomin","regis","Régis","https://s.glbimg.com/es/sde/f/2019/04/18/bad714f682461e54632caf1faf4cc374_FORMATO.png",102999,9,315,"mei","Nulo",0,4.34,0,2.04,"Chapecoense",2019
"37","Felipe Fernandes Sousa","felipe-sousa","Felipe Sousa",NA,101861,9,282,"ata","Nulo",0,1,0,0,"Atlético-MG",2019
"38","Tharlis Sartori","tharlis","Tharlis","https://s.glbimg.com/es/sde/f/2019/04/18/f819791c50769c7bd2a9f1e7f5a77afa_FORMATO.png",102997,9,315,"mei","Nulo",0,3.43,0,2.9,"Chapecoense",2019
"39","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,9,276,"mei","Provável",-1.8,2.71,-0.17,-0.6,"São Paulo",2019
"40","Matias Antonini Lui","antonini","Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,9,284,"zag","Nulo",0,1,0,0,"Grêmio",2019
"41","Vinicius Farias Locatelli","vini-locatelli","Vini Locatelli","https://s.glbimg.com/es/sde/f/2019/04/03/dd414ff9b71a2dad41b8695b82517f67_FORMATO.png",102998,9,315,"mei","Nulo",0,1,0,0,"Chapecoense",2019
"42","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2018/09/25/2b532258f7e60e9ec20bb6d04c574566_FORMATO.png",103099,9,283,"mei","Nulo",0,2,0,0,"Cruzeiro",2019
"43","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,9,263,"gol","Nulo",0,2,0,0,"Botafogo",2019
"44","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2019/04/30/fa847e00f13ad27310e18e3ed9e229f5_FORMATO.jpeg",103076,9,354,"ata","Nulo",1.5,2.41,0.19,0.2,"Ceará",2019
"45","Ney Franco da Silveira Júnior","ney-franco","Ney Franco","https://s.glbimg.com/es/sde/f/2019/05/03/968903adfa225595add765307d2d9be3_FORMATO.png",37246,9,315,"tec","Provável",3.89,8.8,0.56,3.4,"Chapecoense",2019
"46","Yuri Cesar Santos de Oliveira Silva","yuri","Yuri ",NA,103446,9,262,"mei","Nulo",0,2,0,0,"Flamengo",2019
"47","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2019/03/28/edbb8d73a2ffdb1f447c7bee5b45d91f_FORMATO.png",103445,9,277,"ata","Nulo",0,0.75,0,0,"Santos",2019
"48","Ignácio da Silva Oliveira","ignacio","Ignácio","https://s.glbimg.com/es/sde/f/2019/03/29/4aba5de37f22854b10a7562dc8d5cd4d_FORMATO.png",103523,9,265,"zag","Nulo",0,2,0,0,"Bahia",2019
"49","Michel Borges De Jesus","michel","Michel","https://s.glbimg.com/es/sde/f/2019/03/28/a3e3e2db3e62bb26d03186bd96da7bed_FORMATO.png",103579,9,283,"mei","Nulo",0,2,0,0,"Cruzeiro",2019
"50","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2019/04/28/6b67724f0df358a59b19d910a740b005_FORMATO.png",103645,9,266,"ata","Dúvida",2.7,3.49,0.2,3.98,"Fluminense",2019
"51","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,9,276,"gol","Nulo",0,1,0,0,"São Paulo",2019
"52","Kaique Rocha Lima","kaique-rocha","Kaique Rocha","https://s.glbimg.com/es/sde/f/2018/11/10/74779e57e2c7d94a49870544327e9cb9_FORMATO.png",103684,9,277,"zag","Nulo",0,2,0,0,"Santos",2019
"53","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2018/11/20/744c159954ee4c4e7301b12d509ba9ac_FORMATO.jpeg",103724,9,277,"mei","Nulo",0,1,0,0,"Santos",2019
"54","Antônio Fialho de Carvalho Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2019/03/30/845cad8021ef58fd85f953cdd5d0fae9_FORMATO.png",103706,9,282,"mei","Nulo",0,1,0,0,"Atlético-MG",2019
"55","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2019/05/23/0dc006a6698913db3ce69120b8804b8c_FORMATO.png",103700,9,264,"zag","Provável",2.3,5.31,-0.35,3.7,"Corinthians",2019
"56","João Pedro Junqueira de Jesus","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2019/04/28/5584b0d256734e97b4adbf725c2ce137_FORMATO.png",104026,9,266,"ata","Provável",1.7,4.94,-0.15,5.52,"Fluminense",2019
"57","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2019/03/26/d9fb64d171c0188ebc7f660fe5f388ea_FORMATO.png",104074,9,276,"zag","Nulo",0,3.67,0,3.57,"São Paulo",2019
"58","André Luiz Ribeiro da Silva","andre","André",NA,104080,9,263,"gol","Nulo",0,1,0,0,"Botafogo",2019
"59","Carlos Miguel dos Santos Pereira","carlos-miguel","Carlos Miguel","https://s.glbimg.com/es/sde/f/2019/04/26/d8ee304d012b001ba32d480ec6788ead_FORMATO.png",104084,9,285,"gol","Nulo",0,1,0,0,"Internacional",2019
"60","Alessandro Scheppa","alessandro","Alessandro","https://s.glbimg.com/es/sde/f/2019/03/22/ca58dd5dc7b75891e8aea6c26aea3064_FORMATO.png",104081,9,263,"mei","Nulo",0,1,0,0,"Botafogo",2019
"61","Roberto Pinheiro da Rosa","roberto","Roberto","https://s.glbimg.com/es/sde/f/2019/05/16/b8a0891d626e56bbf0d4c6c82632218e_FORMATO.png",104086,9,285,"zag","Nulo",1,2.67,-0.31,2.15,"Internacional",2019
"62","Pedro Lucas Schwaizer","pedro-lucas","Pedro Lucas","https://s.glbimg.com/es/sde/f/2019/01/16/c9f4620588de79e571e82ab72160fa3f_FORMATO.jpeg",104087,9,285,"ata","Nulo",0,4,0,0,"Internacional",2019
"63","Gerson Guimarães Ferreira Júnior","gerson","Gerson","https://s.glbimg.com/es/sde/f/2019/03/23/6a9c243299be70830e878c88cccbdd1d_FORMATO.png",104089,9,341,"zag","Nulo",4.5,5.4,0.65,2.48,"CSA",2019
"64","Matheus Bungenstab Stockl","matheus-stockl","Matheus Stockl","https://s.glbimg.com/es/sde/f/2019/03/30/86011c733ddfa6a95f8ce320b63fab21_FORMATO.png",104088,9,282,"zag","Nulo",0,1,0,0,"Atlético-MG",2019
"65","Bruno de Lara Fuchs","bruno-fuchs","Bruno Fuchs","https://s.glbimg.com/es/sde/f/2019/04/26/fff0d652b4ac6ce54ef47883b8b15162_FORMATO.png",104085,9,285,"zag","Nulo",0,2,0,0,"Internacional",2019
"66","Jaques Bonfim Nazaré Neto","jaques","Jaques","https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png",104128,9,265,"zag","Nulo",0,1,0,0,"Bahia",2019
"67","Lucas de Oliveira Teodoro Falcão","falcao","Falcão","https://s.glbimg.com/es/sde/f/2019/02/18/6a3faee3e0ccb1919d96bae0cb823728_FORMATO.png",104104,9,314,"mei","Nulo",0,2,0,0,"Avaí",2019
"68","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/05/09/5068741391b0dcdd7fef7972922e2b38_FORMATO.png",104257,9,262,"lat","Nulo",4.7,2.61,0.61,4.7,"Flamengo",2019
"69","João Victor da Silva Marcelino","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2019/03/26/c13e38517c9406ec1c47b1cdd41eb68e_FORMATO.png",104250,9,264,"zag","Nulo",0,2,0,0,"Corinthians",2019
"70","Rodrigo Jardim dos Santos Almeida","rodrigo","Rodrigo","https://s.glbimg.com/es/sde/f/2019/03/26/ba2af494a1681ac20387f7fc39e21721_FORMATO.png",104328,9,314,"gol","Nulo",0,1,0,0,"Avaí",2019
"71","Eduardo Luis Tapparo","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/18/802f542c5adf740551a1a6aec66a72ba_FORMATO.png",104327,9,314,"mei","Nulo",0,1,0,0,"Avaí",2019
"72","Acácio Nuno Boing","nuno","Nuno","https://s.glbimg.com/es/sde/f/2019/03/26/c1b1a18f433b957ac0690204c16bedca_FORMATO.png",104326,9,314,"zag","Nulo",0,2,0,0,"Avaí",2019
"73","Gabriel Alves da Cunha Borges","gabriel","Gabriel",NA,104404,9,282,"mei","Nulo",0,1,0,0,"Atlético-MG",2019
"74","Gustavo Coutinho Silva Lopes","gustavo-coutinho","Gustavo Coutinho","https://s.glbimg.com/es/sde/f/2019/03/22/219513fd22c061ae4c06d8ae536f7b6f_FORMATO.png",104362,9,356,"ata","Nulo",0,1,0,0,"Fortaleza",2019
"75","Antony Matheus do Santos","antony","Antony","https://s.glbimg.com/es/sde/f/2019/04/01/8f7a82b4d2e116fcf5f4b7f1bf94080f_FORMATO.png",103455,9,276,"ata","Provável",0,11.31,0,4.32,"São Paulo",2019
"76","Igor Alves dos Reis","igor-reis","Igor Reis",NA,104408,9,282,"mei","Nulo",0,1,0,0,"Atlético-MG",2019
"77","João Vitor de Oliveira","joao-vitor","João Vitor","https://s.glbimg.com/es/sde/f/2019/03/26/bbbed8c4d42ead7dff816c8262ba62cf_FORMATO.png",104329,9,314,"gol","Nulo",0,1,0,0,"Avaí",2019
"78","Rick Jhonatan Lima Morais","rick","Rick","https://s.glbimg.com/es/sde/f/2019/05/07/16dd4157b1d7457f46c1c3f0e15cfc70_FORMATO.png",104459,9,354,"ata","Nulo",0,1.83,0,0.93,"Ceará",2019
"79","Julian Yoiti Suzuki Bicudo","julian","Julian","https://s.glbimg.com/es/sde/f/2019/02/08/db8844a962ff549d6afcfd7bdbaa321c_FORMATO.png",104333,9,314,"mei","Nulo",0,2,0,0,"Avaí",2019
"80","Lucas Vinícius Dias Costa","lucas-dias","Lucas Dias","https://s.glbimg.com/es/sde/f/2019/04/27/493ca5a8ac35c34ea0b93396ea486c56_FORMATO.png",104356,9,341,"zag","Nulo",0,2,0,0,"CSA",2019
"81","Caíque de Jesus da Silva","caique","Caíque","https://s.glbimg.com/es/sde/f/2019/03/29/3a73b6353572e78678dbadc5d6e657c2_FORMATO.png",104591,9,265,"ata","Nulo",0,2,0,0,"Bahia",2019
"82","Sandry Roberto Santos Goes","sandry","Sandry","https://s.glbimg.com/es/sde/f/2019/03/28/9f6c9ff2c355a7189b842849d99b5a32_FORMATO.png",104580,9,277,"mei","Nulo",0,1,0,0,"Santos",2019
"83","Darlan Pereira Mendes","darlan","Darlan","https://s.glbimg.com/es/sde/f/2019/06/16/7fd2d1907ddaceb40f1dacde40a11fa3_FORMATO.png",104593,9,284,"mei","Nulo",-0.3,0.75,-0.25,-0.3,"Grêmio",2019
"84","Hélio Júnior Rossi Francino","helio-junior","Hélio Júnior",NA,104622,9,282,"lat","Nulo",0,1,0,0,"Atlético-MG",2019
"85","Lucas Barros da Cunha","lucas-barros","Lucas Barros","https://s.glbimg.com/es/sde/f/2019/03/28/be4f63d854fc719f9e9072cf24e0d7f3_FORMATO.png",104650,9,263,"lat","Nulo",1.5,1.08,0.08,1.5,"Botafogo",2019
"86","Tiago Rodrigues dos Reis","tiago-reis","Tiago Reis","https://s.glbimg.com/es/sde/f/2019/02/04/bce79fcb5c254414ecc78fd8ca9e28c4_FORMATO.jpeg",104678,9,267,"ata","Nulo",-1.8,3.91,-1.59,2.17,"Vasco",2019
"87","Douglas do Espírito Santo Torres","douglas-borel","Douglas Borel","https://s.glbimg.com/es/sde/f/2019/03/29/191f49008e0f92039b6e04b7283da22b_FORMATO.png",104634,9,265,"lat","Nulo",0,1,0,0,"Bahia",2019
"88","Weverton Guilherme da Silva Souza","weverton","Weverton","https://s.glbimg.com/es/sde/f/2019/05/30/48a83901711e5cb65605aad4d0a20615_FORMATO.png",104625,9,283,"lat","Nulo",0,2,0,0,"Cruzeiro",2019
"89","Feliciano Brizuela","brizuela","Brizuela","https://s.glbimg.com/es/sde/f/2019/03/26/5b47fe819c97b3c422671ac692dc59d7_FORMATO.png",104819,9,314,"ata","Nulo",0,6.71,0,2.98,"Avaí",2019
"90","Lucas Silva Alves","lucas-alves","Lucas Alves","https://s.glbimg.com/es/sde/f/2019/03/28/1ae8c43705f6dfd96f9cdfe68b4b8485_FORMATO.png",104651,9,263,"gol","Nulo",0,1,0,0,"Botafogo",2019
"91","Heitor Rodrigues da Fonseca","heitor","Heitor","https://s.glbimg.com/es/sde/f/2019/03/29/72b7f78855a5ecee46897bb061452400_FORMATO.png",104649,9,285,"lat","Nulo",0,1,0,0,"Internacional",2019
"92","Vinícius Lopes da Silva","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/27/5ed5059957839ba01890f61649b417e8_FORMATO.png",104660,9,290,"ata","Nulo",0,1,0,0,"Goiás",2019
"93","Gerson José Laurentino Júnior","gerson-junior","Gerson Júnior","https://s.glbimg.com/es/sde/f/2019/03/23/78b41c44bdc88eb897869188f13f3715_FORMATO.png",104824,9,341,"ata","Nulo",0,0.75,0.01,0,"CSA",2019
"94","Wagner Leonardo Calvelo de Souza","wagner-leonardo","Wagner Leonardo","https://s.glbimg.com/es/sde/f/2019/03/28/fafba6bc079831779d2a86df19ebb06e_FORMATO.png",104994,9,277,"zag","Nulo",0,1,0,0,"Santos",2019
"95","Bruno Henrique Marques Torres","bruninho","Bruninho","https://s.glbimg.com/es/sde/f/2019/03/01/996ce41379d22585409ba24981f56d01_FORMATO.png",105111,9,277,"ata","Nulo",0,2,0,0,"Santos",2019
"96","Francisco Talison Cavalcante Da Silva","talison","Talison","https://s.glbimg.com/es/sde/f/2019/03/26/4ba6dd4e62dfc1753d3baf251b92078a_FORMATO.png",105173,9,356,"lat","Nulo",0,1,0,0,"Fortaleza",2019
"97","Igo Gabriel Santos Pereira","igo","Igo","https://s.glbimg.com/es/sde/f/2019/03/23/7e728851fa1878378a93b877a8fb1a5c_FORMATO.png",104991,9,341,"gol","Nulo",0,1,0,0,"CSA",2019
"98","Khellven Douglas Silva Oliveira","khellven","Khellven ","https://s.glbimg.com/es/sde/f/2019/03/08/91110929301e4f2e073c9610b9d9b036_FORMATO.jpeg",105175,9,293,"lat","Nulo",0,1.64,0,3.4,"Athlético-PR",2019
"99","Luiz Fernando Ferreira de Souza","luiz-fernando","Luiz Fernando","https://s.glbimg.com/es/sde/f/2019/03/29/e24fbad9c5a59102582fe73677a63e71_FORMATO.png",105176,9,293,"ata","Nulo",0,2,0,0,"Athlético-PR",2019
"100","Reinier Jesus Carvalho","reinier","Reinier","https://s.glbimg.com/es/sde/f/2019/06/26/30ae0df7c25f50d82fb254b31a9f9fca_FORMATO.png",105068,9,262,"mei","Nulo",0,3,0,0,"Flamengo",2019
"101","Raphael Lopes Silva","raphael-lopes","Raphael Lopes",NA,105198,9,282,"ata","Nulo",0,1,0,0,"Atlético-MG",2019
"102","Vinícius Santana da Silva","vinicius-popo","Vinícius Popó","https://s.glbimg.com/es/sde/f/2019/03/28/4a8cc6dc2e1b9cb619a2da8fe306b9da_FORMATO.png",105201,9,283,"ata","Nulo",0,2,0,0,"Cruzeiro",2019
"103","Vinícius de Souza Costa","vinicius","Vinícius","https://s.glbimg.com/es/sde/f/2019/03/26/a514a8787d2c34f1210e22825eabfc2c_FORMATO.png",105199,9,262,"mei","Nulo",0,2,0,0,"Flamengo",2019
"104","Fabricio Rodrigues da Silva Ferreira","bill","Bill","https://s.glbimg.com/es/sde/f/2019/03/26/72599168f208c77a0fcbc5f5c1bd7fb4_FORMATO.png",105272,9,262,"ata","Nulo",0,0.73,0,-0.3,"Flamengo",2019
"105","Luis Antônio Venker de Menezes","mano-menezes","Mano Menezes","https://s.glbimg.com/es/sde/f/2018/05/18/b67ea93f254fb3c5b6517b9f84238c19_FORMATO.png",37281,9,283,"tec","Provável",0.81,9.07,-0.77,3.22,"Cruzeiro",2019
"106","Heron Crespo da Silva","heron","Heron","",105339,9,290,"zag","Nulo",0,1,0,0,"Goiás",2019
"107","Iago Pereira Mendonça","iago-mendonca","Iago Mendonça","https://s.glbimg.com/es/sde/f/2019/03/26/0a85b74cc382e686bc790312c4cd7983_FORMATO.png",105278,9,290,"zag","Nulo",0,1,0,0,"Goiás",2019
"108","Francisco Rodrigo de Sousa Barbosa","diguinho","Diguinho","https://s.glbimg.com/es/sde/f/2019/03/26/4c13e130e2f3f94ed262901e2ed530c9_FORMATO.png",105282,9,356,"zag","Nulo",0,2,0,0,"Fortaleza",2019
"109","Rafael Barbosa dos Santos","rafael-barbosa","Rafael Barbosa","https://s.glbimg.com/es/sde/f/2019/03/26/277c76b8820a7ddb5193448964e883e4_FORMATO.png",105396,9,290,"mei","Nulo",0,1,0,0,"Goiás",2019
"110","Filipe Candido da Trindade","filipe-trindade","Filipe Trindade",NA,105341,9,290,"zag","Nulo",0,1,0,0,"Goiás",2019
"111","Alan Carlos de Paula Dias Filho","alan","Alan","https://s.glbimg.com/es/sde/f/2019/03/26/4ebe446997649a79d3d0d6f81824f76d_FORMATO.png",105395,9,290,"zag","Nulo",0,1,0,0,"Goiás",2019
"112","Alexander Silva de Lucena","alexander","Alexander","https://s.glbimg.com/es/sde/f/2019/04/24/158fd65567dd79616ea41fcf9f0bd470_FORMATO.png",105553,9,267,"gol","Nulo",0,9.79,0,6,"Vasco",2019
"113","Roni Medeiros de Moura","roni","Roni","https://s.glbimg.com/es/sde/f/2019/04/30/4d83ae2a6fb83ce19a30e77021066844_FORMATO.png",105585,9,264,"mei","Nulo",0,2,0,0,"Corinthians",2019
"114","Felipe Dias Fonte Mosquete","felipe-mosquete","Felipe Mosquete","https://s.glbimg.com/es/sde/f/2019/03/26/6b0ace75db697f11e8d9bd5d9c4e920e_FORMATO.png",105397,9,290,"gol","Nulo",0,1,0,0,"Goiás",2019
"115","Riquelme Carvalho Araújo Viana","riquelme","Riquelme","https://s.glbimg.com/es/sde/f/2019/04/24/c9b8a5031b03ccf71b246635ffe126ed_FORMATO.png",105566,9,267,"lat","Nulo",0,1,0,0,"Vasco",2019
"116","Miguel Silveira dos Santos","miguel","Miguel","https://s.glbimg.com/es/sde/f/2019/05/15/50ad076df15a064baadf9eaf5d832c7c_FORMATO.png",105612,9,266,"mei","Nulo",0,3,0,0,"Fluminense",2019
"117","Lucas Piton Crivellaro","lucas-piton","Lucas Piton","https://s.glbimg.com/es/sde/f/2019/04/28/5ed7e99f209f90f0aaa290e985138e59_FORMATO.png",105584,9,264,"lat","Nulo",0,1,0,0,"Corinthians",2019
