"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","ANO"
"111","Moisés Ribeiro Santos","moises-ribeiro","Moisés Ribeiro","https://s.glbimg.com/es/sde/f/2017/04/25/c7b046cc3c9a420d4047bb8d6d4b6570_FORMATO.png",78991,23,315,"mei","Suspenso",0,3,0,0,"Chapecoense",2019
"112","Muriel Gustavo Becker","muriel","Muriel","https://s.glbimg.com/es/sde/f/2019/07/08/b55d0e8a8f26380aedc02448bac387cb_FORMATO.png",69041,23,266,"gol","Provável",9,6.7,1.05,4.45,"Fluminense",2019
"113","Luan Vinicius da Silva Santos ","luan","Luan","https://s.glbimg.com/es/sde/f/2019/04/01/d66903d72e2d84e1b6c05a8579691862_FORMATO.png",102909,23,276,"mei","Provável",3.4,3.56,-0.04,1.02,"São Paulo",2019
"114","Anderson Silva da Paixão","anderson","Anderson","https://s.glbimg.com/es/sde/f/2019/09/25/83402cd7511dec123de5ec04e0677a53_FORMATO.png",102906,23,293,"gol","Nulo",0,1,0,0,"Athlético-PR",2019
"115","Matheus Henrique Teixeira","matheus-teixeira","Matheus Teixeira","https://s.glbimg.com/es/sde/f/2019/05/21/3acf0fad2bc3bf7cb0c9645eaf70fb0b_FORMATO.png",102907,23,275,"gol","Nulo",0,1,0,0,"Palmeiras",2019
"116","Rodrigo Fernandes Nóbrega","rodrigo-fernandes","Rodrigo Fernandes","https://s.glbimg.com/es/sde/f/2018/09/27/5ff6d5126f3366e505e6caa6897ccff3_FORMATO.png",102771,23,267,"mei","Nulo",0,2,0,0,"Vasco",2019
"117","José Ricardo Araújo Fernandes","ze-ricardo","Zé Ricardo","https://s.glbimg.com/es/sde/f/2019/09/17/9601aa0369fbe463a34c2f3a864b4813_FORMATO.png",102911,23,266,"mei","Nulo",0,1,0,0,"Fluminense",2019
"118","Mauro Boselli","boselli","Boselli","https://s.glbimg.com/es/sde/f/2019/05/23/6a353db88a96b39b63e2ff4a5b79226d_FORMATO.png",69161,23,264,"ata","Nulo",1.7,4.02,0,2.64,"Corinthians",2019
"119","Danilo Fernandes Batista","danilo-fernandes","Danilo Fernandes","https://s.glbimg.com/es/sde/f/2019/04/26/ff9a95bc3d5696feb8d8d55b5b47f12b_FORMATO.png",69051,23,285,"gol","Nulo",0,7.35,0,8.23,"Internacional",2019
"120","Rhuan da Silveira Castro","rhuan","Rhuan","https://s.glbimg.com/es/sde/f/2019/03/28/4d88ed09bc75e94e5f255e63ec33d09c_FORMATO.png",102958,23,263,"ata","Nulo",0,0.77,0,-0.3,"Botafogo",2019
"121","Tharlis Sartori","tharlis","Tharlis","https://s.glbimg.com/es/sde/f/2019/04/18/f819791c50769c7bd2a9f1e7f5a77afa_FORMATO.png",102997,23,315,"mei","Nulo",0,2.84,0,1.7,"Chapecoense",2019
"122","César Nunes da Costa","cesar","César","https://s.glbimg.com/es/sde/f/2018/09/18/d2e64310e53678e2ab4f1d70a1a6bf88_FORMATO.png",102912,23,266,"lat","Nulo",0,1,0,0,"Fluminense",2019
"123","Vinicius Farias Locatelli","vini-locatelli","Vini Locatelli","https://s.glbimg.com/es/sde/f/2019/08/27/076f607fdc6337a1f254484ae3c63eef_FORMATO.png",102998,23,315,"mei","Nulo",1.7,1.45,-0.67,4.45,"Chapecoense",2019
"124","Ricardo Bueno da Silva","ricardo-bueno","Ricardo Bueno","https://s.glbimg.com/es/sde/f/2019/07/08/1f73cdfaf6d211abebbace364f7e2da6_FORMATO.png",69141,23,341,"ata","Provável",11.7,16.05,1.9,3.76,"CSA",2019
"125","Luiz Felipe do Nascimento dos Santos","luiz-felipe","Luiz Felipe","https://s.glbimg.com/es/sde/f/2019/03/28/8bb249c2111b49eff60737fd35c27a45_FORMATO.png",79035,23,277,"zag","Contundido",0,6.47,0,3.58,"Santos",2019
"126","Pablo Felipe Teixeira","pablo","Pablo","https://s.glbimg.com/es/sde/f/2019/04/01/2183894813bb5543356e56f459ac6b03_FORMATO.png",69138,23,276,"ata","Provável",5.5,13.71,1.25,4.3,"São Paulo",2019
"127","Rodolfo Vicente Gamarra Varela","gamarra","Gamarra","https://s.glbimg.com/es/sde/f/2019/07/08/d5b3fba549a4fd01075274610e2c1fe0_FORMATO.png",69288,23,341,"ata","Nulo",0,5.34,0,0.2,"CSA",2019
"128","Leonardo Moreira Morais","leo","Léo","https://s.glbimg.com/es/sde/f/2019/08/23/69269a509e22002208076d8511c9258a_FORMATO.png",69177,23,314,"lat","Provável",7.8,6.43,1.52,3.44,"Avaí",2019
"129","Maycon Vinícius Ferreira da Cruz","nikao","Nikão","https://s.glbimg.com/es/sde/f/2019/03/30/e389d21dd5909e815633dfb6c0fffca7_FORMATO.png",69705,23,293,"mei","Provável",0,15.34,-1.64,4.69,"Athlético-PR",2019
"130","Santiago Ernesto Romero Fernández","romero","Romero","https://s.glbimg.com/es/sde/f/2019/03/22/6f3e87cd0ea7dd0de1f8463bf7e216a1_FORMATO.png",79109,23,356,"mei","Nulo",0,4,0,0,"Fortaleza",2019
"131","Hyoran Kaue Dalmoro","hyoran","Hyoran","https://s.glbimg.com/es/sde/f/2019/01/14/160ad6a02501aba225a8ebd56873a2c7_FORMATO.jpeg",85931,23,275,"mei","Nulo",0,5.14,0,4.16,"Palmeiras",2019
"132","Matias Antonini Lui","antonini","Antonini","https://s.glbimg.com/es/sde/f/2018/08/09/f41ecc80cc226664f24552cc555ae14b_FORMATO.png",103069,23,284,"zag","Nulo",0,1,0,0,"Grêmio",2019
"133","Roger Machado Marques","roger-machado","Roger Machado ","https://s.glbimg.com/es/sde/f/2019/04/29/8982a435477e1d2bde62d75552c4bbfe_FORMATO.png",79437,23,265,"tec","Provável",3.86,11.83,-0.25,4.4,"Bahia",2019
"134"," Eduardo Feitoza Sampaio","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/04/5f0cba5bf1f2c598d7825638281a5e22_FORMATO.jpeg",102852,23,267,"mei","Nulo",0,3,0,0,"Vasco",2019
"135","Víctor Leandro Cuesta","victor-cuesta","Víctor Cuesta","https://s.glbimg.com/es/sde/f/2018/04/08/b6cd86f9590fd3e82cb545ac74dc8c41_FORMATO.png",79113,23,285,"zag","Provável",3,14.1,0.04,5.81,"Internacional",2019
"136","Régis Tosatti Giacomin","regis","Régis","https://s.glbimg.com/es/sde/f/2019/08/27/b303b6955ad8d657ee27eff48db5500a_FORMATO.png",102999,23,315,"mei","Provável",2.2,3.7,0.15,1.04,"Chapecoense",2019
"137","Romulo Borges Monteiro","romulo","Romulo","https://s.glbimg.com/es/sde/f/2019/03/30/b06f6bb3a42e7565fe15d4abdbbbe956_FORMATO.png",70009,23,284,"mei","Nulo",0,4.58,0,1.56,"Grêmio",2019
"138","Romário Marques Rodrigues","romario-rodrigues","Romário Rodrigues","https://s.glbimg.com/es/sde/f/2019/03/28/8a5fe5aa3179c4ff1643804412e0050b_FORMATO.png",79336,23,354,"ata","Nulo",0,1.76,0,1,"Ceará",2019
"139","Luiz Ricardo Alves","sassa","Sassá","https://s.glbimg.com/es/sde/f/2018/05/07/89b8e9b3d830ff681500c63572397636_FORMATO.png",79578,23,283,"ata","Nulo",-2.8,5.56,-0.91,1.95,"Cruzeiro",2019
"140","Miguel David Terans Pérez  ","terans","Terans","https://s.glbimg.com/es/sde/f/2018/06/26/88598177badc1f54b4f2757234282710_FORMATO.png",102878,23,282,"mei","Nulo",0,3.94,0,0.4,"Atlético-MG",2019
"141","Mateus Gonçalves Martins","mateus-goncalves","Mateus Gonçalves","https://s.glbimg.com/es/sde/f/2019/04/30/fa847e00f13ad27310e18e3ed9e229f5_FORMATO.jpeg",103076,23,354,"ata","Provável",1.5,3,0.02,1.31,"Ceará",2019
"142","Yann Del Pino Rolim","yann-rolim","Yann Rolim","https://s.glbimg.com/es/sde/f/2018/08/01/42e8f3434bff7d6238a0dca11f2239f8_FORMATO.png",102892,23,315,"mei","Contundido",0,4,0,0,"Chapecoense",2019
"143","Bruno Amorim Lazaroni","bruno-lazaroni","Bruno Lazaroni","https://s.glbimg.com/es/sde/f/2018/11/12/0d02f63bf8989e84562b687c73ea572f_FORMATO.png",102887,23,263,"tec","Provável",0,8,0,0,"Botafogo",2019
"144","Francisco Jozielson Soares de Gouveia","romarinho-gouveia","Romarinho Gouveia","",102891,23,356,"ata","Nulo",0,1,0,0,"Fortaleza",2019
"145","Antônio Carlos Cunha Capocasali Júnior","antonio-carlos","Antônio Carlos ","https://s.glbimg.com/es/sde/f/2019/06/04/82859093e0dc5964ab48dbe20839b60d_FORMATO.png",79702,23,275,"zag","Provável",0,6.13,0,2.16,"Palmeiras",2019
"146","Yuri Cesar Santos de Oliveira Silva","yuri","Yuri ",NA,103446,23,262,"mei","Nulo",0,2,0,0,"Flamengo",2019
"147","Fabiano Leissmann","fabiano","Fabiano","https://s.glbimg.com/es/sde/f/2019/01/14/ea7db8fa2a3e153ecdfb733b6c70c6c7_FORMATO.jpeg",79887,23,275,"lat","Nulo",0,4,0,0,"Palmeiras",2019
"148","Éderson José dos Santos Lourenço da Silva","ederson","Éderson","https://s.glbimg.com/es/sde/f/2018/09/25/2b532258f7e60e9ec20bb6d04c574566_FORMATO.png",103099,23,283,"mei","Provável",1.9,2.24,-0.2,1.46,"Cruzeiro",2019
"149","Andrew da Silva Ventura","andrew","Andrew","https://s.glbimg.com/es/sde/f/2019/03/28/6bb49f946fbf4eb4e9fa370948141d04_FORMATO.png",103183,23,263,"gol","Nulo",0,2,0,0,"Botafogo",2019
"150","Jadson Alves dos Santos","jadson","Jadson","https://s.glbimg.com/es/sde/f/2019/02/04/fafc80986c9ff78c6b10c98b72c33190_FORMATO.png",80129,23,283,"mei","Provável",-0.5,3.29,-0.2,1.35,"Cruzeiro",2019
"151","Victor Ferraz Macedo","victor-ferraz","Victor Ferraz","https://s.glbimg.com/es/sde/f/2018/05/23/229fbb519d2bbf0c8b2c2b77992e15ed_FORMATO.png",70046,23,277,"lat","Provável",4.1,10.61,-0.44,4.23,"Santos",2019
"152","Antony Matheus do Santos","antony","Antony","https://s.glbimg.com/es/sde/f/2019/04/01/8f7a82b4d2e116fcf5f4b7f1bf94080f_FORMATO.png",103455,23,276,"ata","Nulo",9,12.48,1.21,4.23,"São Paulo",2019
"153","Kaio Jorge Pinto Ramos","kaio-jorge","Kaio Jorge","https://s.glbimg.com/es/sde/f/2019/07/13/888ace1dc8eb099da8d50ef85c608e9c_FORMATO.png",103445,23,277,"ata","Dúvida",0,0.75,0,0,"Santos",2019
"154","Fellipe Ramos Ignez Bastos","fellipe-bastos","Fellipe Bastos","https://s.glbimg.com/es/sde/f/2019/03/26/c1b84ba942df91f5064aabec2e10f1de_FORMATO.png",70116,23,267,"mei","Nulo",0,4.79,0,2.92,"Vasco",2019
"155","Phelipe Megiolaro Alves","phelipe","Phelipe","",103524,23,284,"gol","Nulo",0,1,0,0,"Grêmio",2019
"156","Ignácio da Silva Oliveira","ignacio","Ignácio","https://s.glbimg.com/es/sde/f/2019/03/29/4aba5de37f22854b10a7562dc8d5cd4d_FORMATO.png",103523,23,265,"zag","Nulo",0,2,0,0,"Bahia",2019
"157","Brenner Marlos Varanda de Oliveira","brenner","Brenner","https://s.glbimg.com/es/sde/f/2019/08/23/b588923de64bd21b19b226c460ebe139_FORMATO.png",80080,23,314,"ata","Nulo",0.8,4.24,-0.38,1.1,"Avaí",2019
"158","Lucas Fonseca da Silva","lucas-fonseca","Lucas Fonseca","https://s.glbimg.com/es/sde/f/2019/03/29/c40c54d7fdca6784ef754a182f9f81d0_FORMATO.png",80189,23,265,"zag","Provável",0,6.5,-0.95,3.21,"Bahia",2019
"159","Alan Santos da Silva","alan-santos","Alan Santos","https://s.glbimg.com/es/sde/f/2019/03/22/1276ddf39afc2fbbc816f01fd6d4afb2_FORMATO.png",70132,23,263,"mei","Nulo",0,2.74,0,0.6,"Botafogo",2019
"160","Michel Borges De Jesus","michel","Michel","https://s.glbimg.com/es/sde/f/2019/03/28/a3e3e2db3e62bb26d03186bd96da7bed_FORMATO.png",103579,23,283,"mei","Nulo",0,2,0,0,"Cruzeiro",2019
"161","Marcos Paulo Costa do Nascimento","marcos-paulo","Marcos Paulo","https://s.glbimg.com/es/sde/f/2019/09/16/b960a3ffd45ea1ed90d717be1b18ceed_FORMATO.png",103645,23,266,"ata","Nulo",0,4,0,3.33,"Fluminense",2019
"162","Sidney Aparecido Ramos da Silva","sidao","Sidão","https://s.glbimg.com/es/sde/f/2019/05/18/e5e9391eacbbef7a8d684162729df4d4_FORMATO.png",70222,23,267,"gol","Nulo",0,3.74,0,1.03,"Vasco",2019
"163","Francisco Edson Moreira da Silva","edinho","Edinho","https://s.glbimg.com/es/sde/f/2019/03/22/b196faf58ff8f5c11884a98aae52bb13_FORMATO.png",80193,23,356,"mei","Provável",1.2,7.58,-0.41,2.39,"Fortaleza",2019
"164","Marllon Gonçalves Jerônimo Borges","marllon","Marllon","https://s.glbimg.com/es/sde/f/2019/09/12/25b06b2bbcc0a18b06542144db3ebc75_FORMATO.png",70666,23,264,"zag","Nulo",0,5.51,0,5.05,"Corinthians",2019
"165","Glaybson Yago Souza Lisboa","yago-pikachu","Yago Pikachu","https://s.glbimg.com/es/sde/f/2018/09/27/ade8af11f63aa15e4664fa86f8a48e0e_FORMATO.png",80196,23,267,"mei","Provável",2.8,9.03,0.68,2.14,"Vasco",2019
"166","Eduardo Colcenti Antunes","eduardo-sasha","Eduardo Sasha","https://s.glbimg.com/es/sde/f/2018/05/23/a1e5220c82575c4f297c1173ec07d58a_FORMATO.png",70360,23,277,"ata","Provável",1.1,17.34,-1.24,5.99,"Santos",2019
"167","Alexandre Rosa Paschoalato","alexandre-cajuru","Alexandre Cajuru","https://s.glbimg.com/es/sde/f/2019/03/23/edb53fb0c37fc84723a26e49ce65dfa0_FORMATO.png",80276,23,341,"gol","Contundido",0,3,0,0,"CSA",2019
"168","Talison Ruan da Silva","talison","Talison","",104415,23,282,"lat","Nulo",0,1,0,0,"Atlético-MG",2019
"169","Dênis de Oliveira Aguiar Júnior","junior","Júnior","https://s.glbimg.com/es/sde/f/2019/04/01/f8a36e8e52088ffa0e8b4469629c46fe_FORMATO.png",103662,23,276,"gol","Nulo",0,1,0,0,"São Paulo",2019
"170","Kaique Rocha Lima","kaique-rocha","Kaique Rocha","https://s.glbimg.com/es/sde/f/2018/11/10/74779e57e2c7d94a49870544327e9cb9_FORMATO.png",103684,23,277,"zag","Nulo",0,2,0,0,"Santos",2019
"171","Fábio Luiz Carille de Araújo","fabio-carille","Fábio Carille","https://s.glbimg.com/es/sde/f/2018/03/20/3e7bfa01fec16848b569ba9368ea13ef_FORMATO.png",70696,23,264,"tec","Provável",4.81,11.98,-0.09,4.37,"Corinthians",2019
"172","Luciano da Rocha Neves","luciano","Luciano","https://s.glbimg.com/es/sde/f/2019/07/30/6d045d7809171c7ff080a09196c9b11d_FORMATO.png",80287,23,284,"ata","Provável",0,6.27,0,3.45,"Grêmio",2019
"173","Jadsom Meemyas de Oliveira da Silva","jadsom-silva","Jadsom Silva","https://s.glbimg.com/es/sde/f/2019/07/19/a7dcf04f6232206e604ceb37a6457e02_FORMATO.png",103695,23,283,"mei","Nulo",0,0.76,0,0,"Cruzeiro",2019
"174","Joao Robin Rojas Mendoza","joao-rojas","Joao Rojas","https://s.glbimg.com/es/sde/f/2018/08/22/4263f96a54ea57b00b989a04f50f6ec3_FORMATO.png",70784,23,276,"ata","Contundido",0,7,0,0,"São Paulo",2019
"175","Bruno Méndez Cittadini","bruno-mendez","Bruno Méndez","https://s.glbimg.com/es/sde/f/2019/05/23/0dc006a6698913db3ce69120b8804b8c_FORMATO.png",103700,23,264,"zag","Nulo",0,5.01,0,3.27,"Corinthians",2019
"176","Ezequiel Jacinto de Biasi","ezequiel","Ezequiel ","https://s.glbimg.com/es/sde/f/2019/05/07/9db851eba6d52f43af59baaf6fc0aa8e_FORMATO.png",80318,23,265,"lat","Nulo",0,3.23,0,0.85,"Bahia",2019
"177","Francisco Anderson de Jesus dos Santos","anderson-ceara","Anderson Ceará","https://s.glbimg.com/es/sde/f/2018/11/20/744c159954ee4c4e7301b12d509ba9ac_FORMATO.jpeg",103724,23,277,"mei","Nulo",0,1,0,0,"Santos",2019
"178","Diogo Barbosa Mendanha","diogo-barbosa","Diogo Barbosa","https://s.glbimg.com/es/sde/f/2019/07/17/7b62744c1b953b4b9efd8b0e0fb8d099_FORMATO.png",70916,23,275,"lat","Provável",2,13.52,-0.25,5.65,"Palmeiras",2019
"179","Gilberto Moraes Júnior","gilberto","Gilberto ","https://s.glbimg.com/es/sde/f/2019/09/16/6f2f20a500853211de97a81f1227e4ae_FORMATO.png",80313,23,266,"lat","Provável",9.6,7.67,2,2.8,"Fluminense",2019
"180","Antônio Fialho de Carvalho Neto","neto","Neto","https://s.glbimg.com/es/sde/f/2019/03/30/845cad8021ef58fd85f953cdd5d0fae9_FORMATO.png",103706,23,282,"mei","Nulo",0,1,0,0,"Atlético-MG",2019
"181","Jorge Sampaoli","jorge-sampaoli","Jorge Sampaoli","https://s.glbimg.com/es/sde/f/2019/04/02/cbfe46eed15abdc67d75bd4170d5e6a1_FORMATO.png",70800,23,277,"tec","Provável",4.4,12.91,-0.25,4.56,"Santos",2019
"182","Arthur Caíke do Nascimento Cruz","arthur-caike","Arthur Caíke","https://s.glbimg.com/es/sde/f/2019/02/27/3388dd10ab1c840b939f315bb52195b8_FORMATO.png",80337,23,265,"ata","Nulo",0.5,9,0.01,2.16,"Bahia",2019
"183","Gabriel Veron Fonseca de Souza","veron","Veron","https://s.glbimg.com/es/sde/f/2018/11/30/c499e5770419f38b55930e24444f025e_FORMATO.png",103764,23,275,"ata","Nulo",0,1,0,0,"Palmeiras",2019
"184","Wescley Gomes dos Santos","wescley","Wescley","https://s.glbimg.com/es/sde/f/2019/03/28/0323fda54c2149f1f78b04bb3c9dcb1f_FORMATO.png",70925,23,354,"mei","Nulo",0,3.48,0,0.27,"Ceará",2019
"185","Rodrigo Jardim dos Santos Almeida","rodrigo","Rodrigo","https://s.glbimg.com/es/sde/f/2019/03/26/ba2af494a1681ac20387f7fc39e21721_FORMATO.png",104328,23,314,"gol","Nulo",0,1,0,0,"Avaí",2019
"186","Alejandro Ariel Cabral","ariel-cabral","Ariel Cabral","https://s.glbimg.com/es/sde/f/2018/05/18/f33acc95e50fe26abc27ac1d525bb4a4_FORMATO.png",80363,23,283,"mei","Nulo",0,2.85,0,1.13,"Cruzeiro",2019
"187","Fábio Gonçalves","fabinho","Fabinho","https://s.glbimg.com/es/sde/f/2019/03/28/8130912c9c6386df9e0982c031fd0299_FORMATO.png",80393,23,354,"mei","Provável",4.8,6.82,0.26,2.23,"Ceará",2019
"188","João Pedro Junqueira de Jesus","joao-pedro","João Pedro","https://s.glbimg.com/es/sde/f/2019/09/16/6dccbad5af54dd327dc276d14e93a0b4_FORMATO.png",104026,23,266,"ata","Provável",3,6.5,0,4.88,"Fluminense",2019
"189","Alessandro Scheppa","alessandro","Alessandro","https://s.glbimg.com/es/sde/f/2019/03/22/ca58dd5dc7b75891e8aea6c26aea3064_FORMATO.png",104081,23,263,"mei","Nulo",0,1,0,0,"Botafogo",2019
"190","Matheus Francisco Inácio","matheus-inacio","Matheus Inácio","https://s.glbimg.com/es/sde/f/2019/04/23/0874eaa1c85dea23ae378fbf3d5e1768_FORMATO.png",80394,23,356,"gol","Contundido",0,2,0,0,"Fortaleza",2019
"191","Renato Vieira Rodrigues","renatinho","Renatinho","https://s.glbimg.com/es/sde/f/2019/03/26/4bc605d5a170ce1412fa7c8250432d85_FORMATO.png",80395,23,290,"mei","Nulo",0,2.11,0,0.91,"Goiás",2019
"192","André Luiz Ribeiro da Silva","andre","André",NA,104080,23,263,"gol","Nulo",0,1,0,0,"Botafogo",2019
"193","Jackson de Souza","jackson","Jackson","https://s.glbimg.com/es/sde/f/2019/08/22/e9f15056631f4d5c0c2046b0e623bdc2_FORMATO.png",70934,23,356,"zag","Provável",1.3,4.53,-0.22,1.58,"Fortaleza",2019
"194","Bruno de Lara Fuchs","bruno-fuchs","Bruno Fuchs","https://s.glbimg.com/es/sde/f/2019/04/26/fff0d652b4ac6ce54ef47883b8b15162_FORMATO.png",104085,23,285,"zag","Nulo",1.7,2.44,-0.3,3,"Internacional",2019
"195","Lucas Rafael Araujo Lima","lucas-lima","Lucas Lima","https://s.glbimg.com/es/sde/f/2019/01/14/3629dc12c2a7c9f0e4c6c53a4a2cbb61_FORMATO.jpeg",80583,23,275,"mei","Provável",-0.4,4.1,-0.13,0.84,"Palmeiras",2019
"196","Pedro Lucas Schwaizer","pedro-lucas","Pedro Lucas","https://s.glbimg.com/es/sde/f/2019/09/18/dab1ac19931ad3dde410171291f2c48d_FORMATO.png",104087,23,285,"ata","Nulo",0,2.45,0,-0.45,"Internacional",2019
"197","Carlos Miguel dos Santos Pereira","carlos-miguel","Carlos Miguel","https://s.glbimg.com/es/sde/f/2019/04/26/d8ee304d012b001ba32d480ec6788ead_FORMATO.png",104084,23,285,"gol","Nulo",0,1,0,0,"Internacional",2019
"198","Roberto Pinheiro da Rosa","roberto","Roberto","https://s.glbimg.com/es/sde/f/2019/05/16/b8a0891d626e56bbf0d4c6c82632218e_FORMATO.png",104086,23,285,"zag","Contundido",0,1.69,0,0.17,"Internacional",2019
"199","Luan Garcia Teixeira","luan","Luan","https://s.glbimg.com/es/sde/f/2019/01/14/a90df5771f9066a2c5babe59b575790d_FORMATO.jpeg",80692,23,275,"zag","Nulo",0,9.98,0,5.24,"Palmeiras",2019
"200","Matheus Bungenstab Stockl","matheus-stockl","Matheus Stockl","https://s.glbimg.com/es/sde/f/2019/03/30/86011c733ddfa6a95f8ce320b63fab21_FORMATO.png",104088,23,282,"zag","Nulo",0,1,0,0,"Atlético-MG",2019
"201","João Victor da Silva Marcelino","joao-victor","João Victor","https://s.glbimg.com/es/sde/f/2019/03/26/c13e38517c9406ec1c47b1cdd41eb68e_FORMATO.png",104250,23,264,"zag","Nulo",0,2,0,0,"Corinthians",2019
"202","Lucas de Oliveira Teodoro Falcão","falcao","Falcão","https://s.glbimg.com/es/sde/f/2019/02/18/6a3faee3e0ccb1919d96bae0cb823728_FORMATO.png",104104,23,314,"mei","Nulo",0,2,0,0,"Avaí",2019
"203","Franco Matías Di Santo","di-santo","Di Santo","https://s.glbimg.com/es/sde/f/2019/08/06/4b4ee867e422a17af92dd778a5d83993_FORMATO.png",80748,23,282,"ata","Provável",0.8,6.5,-0.34,2.8,"Atlético-MG",2019
"204","Johnath Marlone Azevedo da Silva","marlone","Marlone","https://s.glbimg.com/es/sde/f/2019/03/26/b8ec528564308c15c0bb71bc4f8a95ab_FORMATO.png",80944,23,290,"mei","Nulo",0,5.27,0,1.46,"Goiás",2019
"205","Michel Macedo Rocha Machado","michel","Michel","https://s.glbimg.com/es/sde/f/2019/05/23/d6ee8c1facd131fa22d648e2509f5cac_FORMATO.png",80664,23,264,"lat","Suspenso",0,2.41,0,1.17,"Corinthians",2019
"206","Pedro Tonon Geromel","pedro-geromel","Pedro Geromel","https://s.glbimg.com/es/sde/f/2018/05/21/afc76ea4e9c31e2977ea5e9a90c802b3_FORMATO.png",80853,23,284,"zag","Nulo",0,13.01,0,6.4,"Grêmio",2019
"207","João Lucas de Almeida Carvalho","joao-lucas","João Lucas","https://s.glbimg.com/es/sde/f/2019/05/09/5068741391b0dcdd7fef7972922e2b38_FORMATO.png",104257,23,262,"lat","Nulo",0,3.49,0,6.47,"Flamengo",2019
"208","Jaques Bonfim Nazaré Neto","jaques","Jaques","https://s.glbimg.com/es/sde/f/2019/03/29/0aa6fcfbdf775616d09fa583d45fecee_FORMATO.png",104128,23,265,"zag","Nulo",0,1,0,0,"Bahia",2019
"209","Diego Santos Gama Camilo","biro-biro","Biro Biro","https://s.glbimg.com/es/sde/f/2019/07/10/28265c0a5960ef7125c08e60594b3b70_FORMATO.png",80949,23,263,"ata","Contundido",0,3,0,0,"Botafogo",2019
"210","Lucas Felipe Calegari","calegari","Calegari","https://s.glbimg.com/es/sde/f/2019/08/06/99c99a1dd012f1aa1c429e410f991c3b_FORMATO.png",104276,23,266,"lat","Nulo",0,1,0,0,"Fluminense",2019
"211","Arthur Rosseto Henriques","arthur","Arthur","https://s.glbimg.com/es/sde/f/2019/08/27/78321860a47efceddb376c7d8a4cb66f_FORMATO.png",104325,23,315,"gol","Nulo",0,1,0,0,"Chapecoense",2019
"212","Jair Rodrigues Júnior","jair","Jair","https://s.glbimg.com/es/sde/f/2019/03/29/ada175db5435512e91702370cd95d14f_FORMATO.png",81091,23,282,"mei","Contundido",0,6.81,0,3.48,"Atlético-MG",2019
"213","Acácio Nuno Boing","nuno","Nuno","https://s.glbimg.com/es/sde/f/2019/03/26/c1b1a18f433b957ac0690204c16bedca_FORMATO.png",104326,23,314,"zag","Nulo",0,2,0,0,"Avaí",2019
"214","Marcos Vinícius dos Santos Gonçalves","marquinhos-santos","Marquinhos Santos","https://s.glbimg.com/es/sde/f/2019/09/19/b0d1c45c9de1abdfb26e083adff2e1b1_FORMATO.png",81031,23,315,"tec","Provável",1.57,7.55,-0.26,1.8,"Chapecoense",2019
"215","Eduardo Luis Tapparo","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/02/18/802f542c5adf740551a1a6aec66a72ba_FORMATO.png",104327,23,314,"mei","Nulo",0,1,0,0,"Avaí",2019
"216","Jonny Ferney Mosquera Mena","mosquera","Mosquera","https://s.glbimg.com/es/sde/f/2019/03/31/8ef2e2aca1a983bd2f770590e4a0aa91_FORMATO.png",86116,23,314,"mei","Provável",3,2.95,0.24,1.51,"Avaí",2019
"217","Lucas Vinícius Dias Costa","lucas-dias","Lucas Dias","https://s.glbimg.com/es/sde/f/2019/04/27/493ca5a8ac35c34ea0b93396ea486c56_FORMATO.png",104356,23,341,"zag","Nulo",0,2,0,0,"CSA",2019
"218","Walce da Silva Costa Filho","walce","Walce","https://s.glbimg.com/es/sde/f/2019/03/26/d9fb64d171c0188ebc7f660fe5f388ea_FORMATO.png",104074,23,276,"zag","Nulo",0,3.67,0,3.57,"São Paulo",2019
"219","Mayke Rocha de Oliveira","mayke","Mayke","https://s.glbimg.com/es/sde/f/2019/01/14/44f0336a3733e2e3fb4fccc9cf275f3a_FORMATO.jpeg",81150,23,275,"lat","Nulo",0,7.71,0,-0.3,"Palmeiras",2019
"220","Oswaldo José Henríquez Bocanegra","oswaldo-henriquez","Oswaldo Henríquez","https://s.glbimg.com/es/sde/f/2018/09/27/93bdf7db4666448d0da5432a29006d5f_FORMATO.png",81241,23,267,"zag","Provável",-0.5,3.35,-0.25,2.11,"Vasco",2019
"221","Carlos Andrés Sánchez Arcosa","carlos-sanchez","Carlos Sánchez","https://s.glbimg.com/es/sde/f/2019/03/28/c138b40f3a1c3c5a30059c6bfeb61b3d_FORMATO.png",81677,23,277,"mei","Nulo",0,14.95,0,5.39,"Santos",2019
"222","Gerson José Laurentino Júnior","gerson-junior","Gerson Júnior","https://s.glbimg.com/es/sde/f/2019/03/23/78b41c44bdc88eb897869188f13f3715_FORMATO.png",104824,23,341,"ata","Nulo",0,0.75,0,0,"CSA",2019
"223","Gabriel Alves da Cunha Borges","gabriel","Gabriel",NA,104404,23,282,"mei","Nulo",0,1,0,0,"Atlético-MG",2019
"224","Julian Yoiti Suzuki Bicudo","julian","Julian","https://s.glbimg.com/es/sde/f/2019/02/08/db8844a962ff549d6afcfd7bdbaa321c_FORMATO.png",104333,23,314,"mei","Nulo",0,2,0,0,"Avaí",2019
