"","atletas.nome","atletas.slug","atletas.apelido","atletas.foto","atletas.atleta_id","atletas.rodada_id","atletas.clube_id","atletas.posicao_id","atletas.status_id","atletas.pontos_num","atletas.preco_num","atletas.variacao_num","atletas.media_num","atletas.clube.id.full.name","ANO"
"50","Ricardo de Oliveira","ricardo-oliveira","Ricardo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/07/b853b7148bc822996c8074255a69a3c4_FORMATO.png",38910,23,282,"ata","Nulo",1.3,13.12,-0.22,3.16,"Atlético-MG",2019
"51","Maurício Donizete Ramos Júnior","mauricio-ramos","Maurício Ramos","https://s.glbimg.com/es/sde/f/2019/08/16/019effb07a1b8eb64d39d92e80bdc238_FORMATO.png",42477,23,315,"zag","Nulo",0,4.42,0,2.14,"Chapecoense",2019
"52","Daniel Alves da Silva","daniel-alves","Daniel Alves","https://s.glbimg.com/es/sde/f/2019/08/07/be3fc6b9543b1a74a45b5b684c55dd34_FORMATO.png",38939,23,276,"lat","Nulo",5.7,16.24,0.07,5.94,"São Paulo",2019
"53","Matheus Ferraz Pereira","matheus-ferraz","Matheus Ferraz","https://s.glbimg.com/es/sde/f/2019/09/16/40b7b1cc3de40d354e30d2cf85c1fd24_FORMATO.png",38632,23,266,"zag","Contundido",0,6.23,0,3.56,"Fluminense",2019
"54","Vagner Silva de Souza","vagner-love","Vagner Love","https://s.glbimg.com/es/sde/f/2019/08/28/fe269809a0e929e19becd912bd4a29e3_FORMATO.png",38959,23,264,"ata","Provável",1.9,5.61,-0.56,2.93,"Corinthians",2019
"55","William José de Souza","amaral","Amaral","https://s.glbimg.com/es/sde/f/2019/07/14/c2a0b87e385e6c928a8460ec1a0ed143_FORMATO.png",42232,23,315,"mei","Nulo",0,2.93,0,1.43,"Chapecoense",2019
"56","José Renato da Silva Júnior","renato","Renato","https://s.glbimg.com/es/sde/f/2019/03/28/74aa8332c0e0807706717ee6b2595fa9_FORMATO.png",39572,23,315,"ata","Nulo",0,5.2,0,2.62,"Chapecoense",2019
"57","Bruno Vieira do Nascimento","bruno","Bruno","https://s.glbimg.com/es/sde/f/2019/04/26/d902e9b106945142d1e4b989287abaa1_FORMATO.png",42499,23,285,"lat","Nulo",0,4.62,0.78,2.77,"Internacional",2019
"58","Márcio Gonzaga de Azevedo","marcio-azevedo","Márcio Azevedo","https://s.glbimg.com/es/sde/f/2019/03/30/94c0ddfd7cbc5c7244c6b1a5aecc258b_FORMATO.png",42491,23,293,"lat","Provável",2.9,5.84,0.34,2.9,"Athlético-PR",2019
"59","Cássio Ramos","cassio","Cássio","https://s.glbimg.com/es/sde/f/2019/05/18/a1c0088018f45c558e550b2e63d482e8_FORMATO.png",42234,23,264,"gol","Provável",3.2,8.77,-1.31,4.26,"Corinthians",2019
"60","Luiz Rhodolfo Dini Gaioto","rhodolfo","Rhodolfo","https://s.glbimg.com/es/sde/f/2019/04/26/51d02738aaf54038d8131123fd325008_FORMATO.png",42501,23,262,"zag","Nulo",0,3.73,0,0.97,"Flamengo",2019
"61","Anderson Luiz de Carvalho","nene","Nenê","https://s.glbimg.com/es/sde/f/2019/07/18/cebc7133c0405d3de507ae28cb920b82_FORMATO.jpeg",38913,23,266,"mei","Provável",-1.4,5.62,-1.86,2.59,"Fluminense",2019
"62","Fagner Conserva Lemos","fagner","Fagner","https://s.glbimg.com/es/sde/f/2019/03/18/d5cd825ae9a3b7963ead1566162c7d54_FORMATO.png",42500,23,264,"lat","Provável",11.9,14.47,0.81,5.97,"Corinthians",2019
"63","Ernando Rodrigues Lopes","ernando","Ernando","https://s.glbimg.com/es/sde/f/2019/02/27/6fa92b9ae476bc3a5c60c6beed20ac71_FORMATO.png",49651,23,265,"zag","Contundido",0,10.78,0,4.64,"Bahia",2019
"64","Adilson Dias Batista","adilson-batista","Adilson Batista","https://s.glbimg.com/es/sde/f/2019/10/04/a6a0d5b8242ab97c304e5febe7e6a675_FORMATO.png",41258,23,354,"tec","Provável",2.45,9.52,-1.2,2.45,"Ceará",2019
"65","Sebastião Sousa Costa","tiao","Tião","https://s.glbimg.com/es/sde/f/2019/04/01/2f2d8115868a8a24ba14c10ce4bc4fa2_FORMATO.png",47134,23,356,"mei","Nulo",0,1,0,0,"Fortaleza",2019
"66","Abel Carlos da Silva Braga","abel-braga","Abel Braga","https://s.glbimg.com/es/sde/f/2019/09/27/763faa5d116c9920cfcbd860640c373e_FORMATO.png",40006,23,283,"tec","Provável",0.94,9.18,-0.05,3.17,"Cruzeiro",2019
"67","Alexandre Rodrigues da Silva","alexandre-pato","Alexandre Pato","https://s.glbimg.com/es/sde/f/2019/03/29/eeca6b8bc1af0980d000db756e4c61ec_FORMATO.png",49675,23,276,"ata","Nulo",0,8.98,0,5.01,"São Paulo",2019
"68","Wilson Rodrigues de Moura Júnior","wilson","Wilson","https://s.glbimg.com/es/sde/f/2019/09/04/773ad9e26e2760e008e5aafe52ef90f3_FORMATO.png",50284,23,282,"gol","Provável",0,4.8,0,2,"Atlético-MG",2019
"69","Júlio César Jacobi","julio-cesar","Júlio César","https://s.glbimg.com/es/sde/f/2019/08/16/e0a4857e8a29ebeabcb5c38571b22ce2_FORMATO.png",49673,23,284,"gol","Nulo",0,6.29,0,4.34,"Grêmio",2019
"70","Ramires Santos do Nascimento","ramires","Ramires","https://s.glbimg.com/es/sde/f/2019/07/15/f7e7e1bc3ae4b0d7928b527e2e567bc1_FORMATO.png",50293,23,275,"mei","Contundido",0,6.79,0,1.17,"Palmeiras",2019
"71","Jonas Gabriel da Silva Nunes","toro","Toró","https://s.glbimg.com/es/sde/f/2019/04/01/537547b0687a098437442f6632e753bc_FORMATO.png",101885,23,276,"ata","Contundido",0,4.99,0,2.18,"São Paulo",2019
"72","Felipe Fernandes Sousa","felipe-sousa","Felipe Sousa",NA,101861,23,282,"ata","Nulo",0,1,0,0,"Atlético-MG",2019
"73","Braian Ezequiel Romero","braian-romero","Braian Romero","https://s.glbimg.com/es/sde/f/2019/03/30/4eab9bac11e6c0d60d5e717b2474963f_FORMATO.png",101997,23,293,"ata","Nulo",0,4.54,0,3.61,"Athlético-PR",2019
"74","Vitor Hugo Naum dos Santos","vitinho","Vitinho","https://s.glbimg.com/es/sde/f/2019/08/09/4c1f2f2ebbf72fa37a797a53aababd3a_FORMATO.png",101960,23,293,"ata","Nulo",0,2.63,0,3.07,"Athlético-PR",2019
"75","Vitor Eudes de Souza Costa","vitor-eudes","Vitor Eudes","https://s.glbimg.com/es/sde/f/2018/11/22/3fc8cbbb0eff85d2cfd8e31bd040d110_FORMATO.png",102137,23,283,"gol","Nulo",0,2,0,0,"Cruzeiro",2019
"76","Gonzalo Rodrigo Carneiro Méndez","gonzalo-carneiro","Gonzalo Carneiro","https://s.glbimg.com/es/sde/f/2019/04/01/504b1e2a808ffe49b9679b8e86de83b8_FORMATO.png",101796,23,276,"ata","Suspenso",0,5,0,0,"São Paulo",2019
"77","Guilherme Milhomem Gusmão","guilherme","Guilherme","https://s.glbimg.com/es/sde/f/2019/05/04/999c57638fe8815a7060966d05a4be93_FORMATO.png",50294,23,266,"mei","Nulo",0,2.72,-0.34,-0.82,"Fluminense",2019
"78","Carlos Augusto Zopalato Neves","carlos-augusto","Carlos Augusto","https://s.glbimg.com/es/sde/f/2019/05/23/7cf24d9f3acb482165da003096c26921_FORMATO.png",101803,23,264,"lat","Nulo",0,5.25,0,2.84,"Corinthians",2019
"79","Gabriel Calabres Nunes","gabriel-calabres","Gabriel Calabres","https://s.glbimg.com/es/sde/f/2019/09/03/25f5b4b0eb81313bd391ff5dadf90bb8_FORMATO.png",101911,23,315,"mei","Nulo",0,2,0,0,"Chapecoense",2019
"80","Jairo Santos de Oliveira Filho","jairinho","Jairinho","https://s.glbimg.com/es/sde/f/2019/05/04/5f48ebf39427ff35dd65f6f1b4768386_FORMATO.png",102139,23,267,"ata","Nulo",0,2.89,0,1.77,"Vasco",2019
"81","Everton Cardoso da Silva","everton","Everton","https://s.glbimg.com/es/sde/f/2019/04/01/f6dbb421ca616441bbb6ab053b0bbd90_FORMATO.png",50301,23,276,"mei","Contundido",0,7.34,0,1.68,"São Paulo",2019
"82","Iury de Oliveira Nascimento ","iury","Iury","https://s.glbimg.com/es/sde/f/2019/02/18/0758f27a5553304e808e5732adb6eadd_FORMATO.png",101846,23,314,"lat","Nulo",0,5.91,0,2.8,"Avaí",2019
"83","Caio Fernando de Oliveira","caio-paulista","Caio Paulista","https://s.glbimg.com/es/sde/f/2019/02/18/9a6fef900167a97e0492da10177e45b8_FORMATO.png",102318,23,314,"ata","Provável",2.1,4.23,0.14,3.09,"Avaí",2019
"84","Rafael Elias da Silva","papagaio","Papagaio","https://s.glbimg.com/es/sde/f/2019/09/27/cdda17397bdf2928c7ac7b2fa93f659c_FORMATO.jpeg",102302,23,290,"ata","Contundido",0,1.33,0,0.73,"Goiás",2019
"85","Lucas Paes Souza","lucas-paes","Lucas Paes","https://s.glbimg.com/es/sde/f/2019/04/01/93c12b1437d9ab16eb93c3f7fc8c4f9b_FORMATO.png",101837,23,276,"gol","Nulo",0,2,0,0,"São Paulo",2019
"86","Gabriel José Ferreira Mesquita","gabriel","Gabriel","https://s.glbimg.com/es/sde/f/2018/05/08/23ead8e9977bf4883159480316b71e35_FORMATO.png",102290,23,293,"gol","Nulo",0,1,0,0,"Athlético-PR",2019
"87","Marcelo Oliveira Ferreira","marcelo-oliveira","Marcelo Oliveira","https://s.glbimg.com/es/sde/f/2018/05/21/cd9984e989967919e3ef170f9dab23b7_FORMATO.png",50328,23,284,"zag","Contundido",0,5,0,0,"Grêmio",2019
"88","Bruno da Silva Costa Leite","bruno-leite","Bruno Leite","https://s.glbimg.com/es/sde/f/2018/03/05/37cc69ce211fa6a6c3fb2fa03e905809_FORMATO.png",102301,23,293,"mei","Contundido",0,2,0,0,"Athlético-PR",2019
"89","Lucas Halter","lucas-halter","Lucas Halter","https://s.glbimg.com/es/sde/f/2019/05/18/8451dd8fd1ce139e8f57e002de068475_FORMATO.png",102253,23,293,"zag","Nulo",0,3.09,0,1.61,"Athlético-PR",2019
"90","Elicarlos Souza Santos","elicarlos","Elicarlos","https://s.glbimg.com/es/sde/f/2018/05/24/3e401f24a4a1c1988cafbd700ba6e5c5_FORMATO.png",50313,23,315,"mei","Provável",0.2,4.22,0.44,0.61,"Chapecoense",2019
"91","David Braz de Oliveira Filho","david-braz","David Braz","https://s.glbimg.com/es/sde/f/2019/07/12/5f154e14178b2e22a7884dd5b6c9ab84_FORMATO.png",50317,23,284,"zag","Provável",6,8.95,-0.31,4.95,"Grêmio",2019
"92","Ángelo Giovanni Araos Llanos","araos","Araos","https://s.glbimg.com/es/sde/f/2019/05/23/cb5269062be03aa00e9d4c376cfa6cf9_FORMATO.png",102352,23,264,"mei","Nulo",0,4,0,0,"Corinthians",2019
"93","Hudson Rodrigues dos Santos","hudson","Hudson","https://s.glbimg.com/es/sde/f/2019/04/01/9e5f146e4b4c3975e459435a5ebde804_FORMATO.png",50324,23,276,"mei","Nulo",0,9.46,0,2.46,"São Paulo",2019
"94","Carlos de Menezes Júnior","caca","Cacá","https://s.glbimg.com/es/sde/f/2018/05/18/9e847531623845ec5f88f060b157da00_FORMATO.png",102340,23,283,"zag","Nulo",-2.5,1.79,-0.7,2.02,"Cruzeiro",2019
"95","Miguel Ferreira Damasceno","miguel-figueira","Miguel Figueira","https://s.glbimg.com/es/sde/f/2019/03/26/7e19f3b4700aea39ef02fe83399dfc6c_FORMATO.png",102565,23,290,"mei","Nulo",0,0.86,0,0.5,"Goiás",2019
"96","Hélio Júnio Nunes de Castro","helinho","Helinho","https://s.glbimg.com/es/sde/f/2019/04/01/a4da339bedf52e7e79df80fd1914f6da_FORMATO.png",102598,23,276,"ata","Nulo",0,2.56,0,-0.23,"São Paulo",2019
"97","Marco Antonio de Mattos Filho","marquinho","Marquinho","https://s.glbimg.com/es/sde/f/2019/06/21/54d9293ab4a308b17cb43dd66c62533a_FORMATO.png",50407,23,267,"mei","Nulo",0,4.67,0,1.15,"Vasco",2019
"98","Márcio Rodrigues Velasco","marcinho","Marcinho","https://s.glbimg.com/es/sde/f/2019/03/26/f668b0e7484644c6732bfc57f72a5fdb_FORMATO.png",102380,23,314,"mei","Nulo",0,1,0,0,"Avaí",2019
"99","Luiz Eduardo da Silva dos Santos","dudu","Dudu","https://s.glbimg.com/es/sde/f/2019/10/01/9dea30370c6bc33be8471cb29286cb6d_FORMATO.png",102581,23,290,"ata","Nulo",0,2,0,0,"Goiás",2019
"100","Aderbar Melo dos Santos Neto","santos","Santos","https://s.glbimg.com/es/sde/f/2019/03/30/e7ce05ddde9ec166606e95d579a152ba_FORMATO.png",69012,23,293,"gol","Provável",0.7,7.25,0.35,3.86,"Athlético-PR",2019
"101","Johnatan Lucas da Silva Vital","vital","Vital","https://s.glbimg.com/es/sde/f/2019/03/23/fb790a1d32b257ad9a64d7752826981f_FORMATO.png",102452,23,341,"zag","Nulo",0,1,0,0,"CSA",2019
"102","Kaio Nunes Ferreira","kaio","Kaio","https://s.glbimg.com/es/sde/f/2019/08/17/1e8c1cee38c33b285f33645bdf013d49_FORMATO.png",102563,23,290,"mei","Nulo",0,0.97,0.09,0.52,"Goiás",2019
"103","Manoel Messias Silva Carvalho","manoel","Manoel","https://s.glbimg.com/es/sde/f/2019/05/23/8ef54147edc589e8e177c09584065867_FORMATO.png",69014,23,264,"zag","Provável",7.2,12.01,0.32,4.54,"Corinthians",2019
"104","Thiago Beserra dos Santos","thiaguinho","Thiaguinho","https://s.glbimg.com/es/sde/f/2019/07/12/d211556427f0083ad39be91e9a62f628_FORMATO.png",102599,23,264,"mei","Nulo",0,3,0,0,"Corinthians",2019
"105","Yago Rafael Valadares Darub","yago-darub","Yago Darub","https://s.glbimg.com/es/sde/f/2019/03/25/ae7074b588af8eb28be002bc63b40b09_FORMATO.png",102686,23,262,"gol","Nulo",0,1,0,0,"Flamengo",2019
"106","Carlos Gabriel Moreira de Oliviera","hulk","Hulk","https://s.glbimg.com/es/sde/f/2018/05/17/2551e15c845e9706b626ca2ab7a4f23f_FORMATO.png",102700,23,282,"lat","Nulo",0,3,0,0,"Atlético-MG",2019
"107","Matheus Celestino Moresche Rodrigues","moresche","Moresche","https://s.glbimg.com/es/sde/f/2018/09/27/c6c9b83f9837ff43f73359da0386895a_FORMATO.png",102719,23,267,"ata","Nulo",0,2,0,0,"Vasco",2019
"108","Marcelo Cirino da Silva","marcelo-cirino","Marcelo Cirino","https://s.glbimg.com/es/sde/f/2019/03/30/c8469dc064bfee30f2576ca3d65fc15b_FORMATO.png",69022,23,293,"ata","Provável",9.7,9.64,1.34,4.79,"Athlético-PR",2019
"109","Paulo Roberto da Silva","paulo-roberto","Paulo Roberto","https://s.glbimg.com/es/sde/f/2019/03/22/98a0ece4c6b60ee9652ec2c1e371f056_FORMATO.png",69047,23,356,"mei","Nulo",0,3.66,0,0.68,"Fortaleza",2019
"110","Vladimir Orlando Cardoso de Araújo Filho","vladimir","Vladimir","https://s.glbimg.com/es/sde/f/2019/03/25/4bc2171f8c51b2c85199265874ecd26c_FORMATO.png",69040,23,314,"gol","Provável",-0.6,6.26,0.98,3.75,"Avaí",2019
